macrostate,lnp
490,-202.39672470382112
491,-202.5281381999381
492,-202.67298641004544
493,-202.80721226594102
494,-202.95722232485286
495,-203.06895174784282
496,-203.22157019675464
497,-203.3607074419466
498,-203.54190473148682
499,-203.7386957740404
500,-203.87738518243395
501,-203.96206644736884
502,-204.1132091944384
503,-204.210502008005
504,-204.33757711948638
505,-204.50465325364758
506,-204.67376240728598
507,-204.82423204054535
508,-204.9919586258954
509,-205.19492562713717
510,-205.3737357139685
511,-205.53769729968818
512,-205.69474099348292
513,-205.80951062796981
514,-205.94378830201595
515,-206.02391977624075
516,-206.08317301954105
517,-206.13074028357192
518,-206.17819620996164
519,-206.31784091754682
520,-206.437806212753
521,-206.52678374701003
522,-206.63817157465587
523,-206.75385979257072
524,-206.85901847818673
525,-206.94702131626832
526,-207.00812397878943
527,-207.05810416358202
528,-207.10482307017048
529,-207.1799205773056
530,-207.28591215837207
531,-207.3993863983919
532,-207.4665705782853
533,-207.5310582846442
534,-207.60521998836631
535,-207.65557300561
536,-207.73832971452418
537,-207.76335643256795
538,-207.8598078070749
539,-207.99446030555097
540,-208.09893492281046
541,-208.1821015404365
542,-208.23493812261438
543,-208.31744385090371
544,-208.4578237718046
545,-208.59612734267557
546,-208.79204387045377
547,-208.91309606799712
548,-209.01837935187254
549,-209.01252077500678
550,-208.9565231115525
551,-208.9151398906489
552,-208.87617638956965
553,-208.8956833591285
554,-208.8378869248998
555,-208.8969669231991
556,-208.99574262370209
557,-209.07461618135574
558,-209.1533182807699
559,-209.05784270079585
560,-208.98649722694415
561,-208.93582714247606
562,-208.89447592709737
563,-208.92856376802996
564,-208.95975363201285
565,-209.00127729760374
566,-209.0436889011378
567,-209.05913700845895
568,-209.02296991554118
569,-208.9555841142681
570,-208.83435641653676
571,-208.74505652912313
572,-208.67641940284506
573,-208.61240690598947
574,-208.48980603264232
575,-208.34349685882108
576,-208.2157270650636
577,-208.11220590650254
578,-207.97372891715344
579,-207.90476801060686
580,-207.83159379755915
581,-207.6954384304078
582,-207.64173940695898
583,-207.59212802908772
584,-207.55624868036125
585,-207.5070673360613
586,-207.51530377361865
587,-207.3921076225415
588,-207.36411799690825
589,-207.31661296730934
590,-207.3027716772279
591,-207.27557480236834
592,-207.30849563556845
593,-207.30770035707815
594,-207.29590165237065
595,-207.23981806021348
596,-207.29018265539315
597,-207.3168616043593
598,-207.26076130642912
599,-207.24183071665647
600,-207.205331087423
601,-207.11047683211422
602,-207.0782370279532
603,-207.10680952818524
604,-207.07146820216906
605,-206.91310746786164
606,-206.75030894307264
607,-206.5542692726969
608,-206.44751750803323
609,-206.27143184294653
610,-206.10982147458196
611,-205.90511118626537
612,-205.76298372880584
613,-205.71945916280094
614,-205.68665488085213
615,-205.63799204838213
616,-205.5187487293234
617,-205.4774402708509
618,-205.41727873668123
619,-205.2830080123146
620,-205.11952782327637
621,-204.95889477835243
622,-204.77648074189145
623,-204.5800780713882
624,-204.40815137579938
625,-204.17872317177032
626,-204.02787172134953
627,-203.8675848252162
628,-203.67864536955054
629,-203.51816529100068
630,-203.29455426199544
631,-203.03861215190403
632,-202.7397491903268
633,-202.4252832445868
634,-202.15001771113953
635,-201.83965852581514
636,-201.51685427988048
637,-201.21888462562194
638,-200.96189788570638
639,-200.85530466757092
640,-200.78555989667018
641,-200.71591659698612
642,-200.58694507754913
643,-200.44087537756434
644,-200.2294291761962
645,-200.12784641003142
646,-199.9883282274839
647,-199.8257768215545
648,-199.65984113348532
649,-199.4075007528698
650,-199.26927611129125
651,-199.09241727609893
652,-198.9271027481091
653,-198.72052321045547
654,-198.59341484506245
655,-198.43395164477164
656,-198.24783508645513
657,-198.06471887138417
658,-197.7903561365635
659,-197.47617716112015
660,-197.1986342862165
661,-196.93763765496212
662,-196.6777645797215
663,-196.4314291500736
664,-196.24811497978925
665,-196.06720857550414
666,-195.89482595932074
667,-195.798268356816
668,-195.6741838121332
669,-195.55403472737854
670,-195.43851646042853
671,-195.36597755470262
672,-195.11386940096435
673,-194.829630380526
674,-194.59363814509373
675,-194.2998743421141
676,-194.0185363077513
677,-193.67870767724867
678,-193.3308262583057
679,-192.89028781053509
680,-192.4912564729549
681,-192.15685183271253
682,-191.88955947936972
683,-191.55163644167558
684,-191.2014917031716
685,-190.89331210060507
686,-190.57200989973072
687,-190.23280323205051
688,-189.8618978956884
689,-189.48401763423604
690,-189.07978556178813
691,-188.62983877958288
692,-188.18158790637503
693,-187.81111994496274
694,-187.45471535466223
695,-187.09630002395653
696,-186.80083256593625
697,-186.49342118416087
698,-186.12108565097233
699,-185.80874786936772
700,-185.437414069223
701,-185.01302813128783
702,-184.59752584628666
703,-184.28615309331082
704,-184.00051475827863
705,-183.74437110186219
706,-183.4266498263634
707,-183.109776904255
708,-182.8005310856234
709,-182.4551567909002
710,-182.15062110412063
711,-181.85431446903723
712,-181.52326339496128
713,-181.27311595038714
714,-180.9514960371592
715,-180.55048280185048
716,-180.10312462530558
717,-179.8039548094298
718,-179.43781085230555
719,-179.1217932566091
720,-178.67163944430052
721,-178.22056719384935
722,-177.89672373116076
723,-177.44529499820544
724,-177.01884764056254
725,-176.60685354431456
726,-176.13712411491665
727,-175.69860878896026
728,-175.34427206113565
729,-174.84722220912255
730,-174.3253543423744
731,-173.88462645874537
732,-173.52122475976904
733,-173.10850647399056
734,-172.61609899530873
735,-172.16277039643472
736,-171.73016458928427
737,-171.28946535287702
738,-170.866139147419
739,-170.4473444874037
740,-169.93837028904264
741,-169.45779839665818
742,-168.97576647840435
743,-168.47674920927625
744,-167.98937218653836
745,-167.5392783335613
746,-167.10722969148426
747,-166.7077934123265
748,-166.32770914211937
749,-165.86399605038264
750,-165.4362520985344
751,-165.00946002349258
752,-164.6747895973296
753,-164.26716711835255
754,-163.85572925354967
755,-163.48161536615675
756,-163.09689689956255
757,-162.63159566754044
758,-162.09232041596238
759,-161.61739077641474
760,-161.1684241906014
761,-160.73870814068388
762,-160.34597016460037
763,-159.91638542315047
764,-159.4646974772801
765,-159.03329182692633
766,-158.58585835102815
767,-158.22023310896643
768,-157.83222680969635
769,-157.35536805740944
770,-156.8395186968371
771,-156.31203401173252
772,-155.92029104069488
773,-155.42094179617456
774,-155.05562230109422
775,-154.61352131669756
776,-154.19775465762507
777,-153.97072039457672
778,-153.58322405525075
779,-153.1649283583379
780,-152.78491035858607
781,-152.39022337844042
782,-152.09324111060226
783,-151.71874919261361
784,-151.39502551471307
785,-151.14609627867563
786,-150.78351020564116
787,-150.37244897417466
788,-149.97956745540057
789,-149.50349716921951
790,-149.1231833303245
791,-148.81767059053735
792,-148.48387664999115
793,-148.25689157759288
794,-147.93194373586402
795,-147.77846486683686
796,-147.57366401279634
797,-147.26634156666708
798,-146.96421486857398
799,-146.5845345944556
800,-146.26991479192762
801,-145.62098423497736
802,-145.0766205920384
803,-144.69040276707426
804,-144.3074466193668
805,-143.87321549579508
806,-143.440756696528
807,-142.99098386769168
808,-142.60487271995737
809,-142.26168288928685
810,-141.83420265382364
811,-141.6160728110578
812,-141.42688863619335
813,-141.1562999620103
814,-140.9205002361913
815,-140.68181188421104
816,-140.47046581445733
817,-140.2731159935659
818,-140.1598213838196
819,-139.87510246518048
820,-139.5600352502504
821,-139.24373301375516
822,-138.96838833344557
823,-138.76982078618582
824,-138.55953095852988
825,-138.437409133016
826,-138.2612788835361
827,-138.11183341115418
828,-137.93194406253318
829,-137.80968703020062
830,-137.71913616776902
831,-137.61533298495695
832,-137.54754271468502
833,-137.47091892256788
834,-137.35728369848283
835,-137.28800396009427
836,-137.1816716774514
837,-137.09841195430678
838,-136.995916607175
839,-136.92521514708
840,-136.85740269231843
841,-136.82018092496918
842,-136.7503575916426
843,-136.62195074017725
844,-136.56365888720077
845,-136.50559042557703
846,-136.45764933533744
847,-136.36615828660715
848,-136.25298810425343
849,-136.1953961808578
850,-136.12198381438805
851,-136.01138975803138
852,-135.83996523014525
853,-135.60533318662692
854,-135.32516914636852
855,-135.05486050282394
856,-134.80151746598543
857,-134.5319222576142
858,-134.23782987477625
859,-133.7828524757233
860,-133.4303679638213
861,-133.12746474092341
862,-132.83364764301322
863,-132.60843222969964
864,-132.3305624341943
865,-132.0761090484715
866,-131.8174399370259
867,-131.3944851444754
868,-131.0522116985447
869,-130.6874252316361
870,-130.30650660683648
871,-129.92589312320558
872,-129.61759104650423
873,-129.28581657099258
874,-128.96580902512065
875,-128.63528384032722
876,-128.27389170496505
877,-127.98971067466763
878,-127.76112796124367
879,-127.59178918077072
880,-127.35350430957222
881,-127.09144936664457
882,-126.83327223307916
883,-126.67293529953508
884,-126.52421026108918
885,-126.35208596344118
886,-126.1333414157491
887,-125.89915529681517
888,-125.68109160400944
889,-125.364137383089
890,-125.01559537950419
891,-124.74891107779308
892,-124.45007281767063
893,-124.13670471847787
894,-124.06627295531227
895,-123.90393607003004
896,-123.75863116081248
897,-123.5291221104641
898,-123.29198393943534
899,-123.03427951093693
900,-122.96388327223062
901,-122.82637382404359
902,-122.64955180117998
903,-122.35492260712094
904,-122.19162197837218
905,-122.0489928344432
906,-121.8362880661117
907,-121.61705664509186
908,-121.48141869213437
909,-121.27915309336522
910,-121.0914311645386
911,-120.81221015687812
912,-120.68394794690715
913,-120.5387863894861
914,-120.43248422223196
915,-120.43920126532952
916,-120.4566784677345
917,-120.39316670180706
918,-120.3640320960216
919,-120.07418114158855
920,-119.73969029904998
921,-119.45896006711467
922,-119.22445674172931
923,-118.99625560486176
924,-118.64860933832902
925,-118.33372664505333
926,-118.00957448418632
927,-117.79508006684145
928,-117.57016921890366
929,-117.46983794830048
930,-117.3592024607223
931,-117.30603041960251
932,-117.24612505337497
933,-117.08744482206615
934,-116.94693928827469
935,-117.0008853010959
936,-117.04067077931016
937,-116.89642587023202
938,-116.7953772241749
939,-116.66478849035074
940,-116.54977012089124
941,-116.41922564846728
942,-116.43797647823436
943,-116.38398332863501
944,-116.38435221841114
945,-116.4034183584538
946,-116.31105169073054
947,-116.21104459855954
948,-115.92120926861071
949,-115.91689905998479
950,-116.04949822502405
951,-116.12679667833552
952,-116.24351340235326
953,-116.27243795899295
954,-116.29321449323233
955,-116.30173908041712
956,-116.27411846448683
957,-116.20099303687051
958,-116.12374465393525
959,-115.91253940323267
960,-115.7469312162018
961,-115.76941388609924
962,-115.96204568302423
963,-116.06299210268543
964,-116.07873310599278
965,-116.11147286046048
966,-116.06353429527739
967,-116.18941568798199
968,-116.15621235883228
969,-116.05543293425929
970,-115.94252277730618
971,-115.80271459991928
972,-115.63358653175472
973,-115.41322290002181
974,-115.21730110782502
975,-114.97530371667051
976,-114.67623608023891
977,-114.5660852325695
978,-114.5373460639893
979,-114.38814992273007
980,-114.34158902992642
981,-114.33053469157564
982,-114.1914049281254
983,-114.17465395766644
984,-114.11476167961234
985,-114.08990378515186
986,-114.01952810854645
987,-113.78968350661496
988,-113.52969631550896
989,-113.37376388510992
990,-113.2526961696391
991,-113.13507380660754
992,-112.99784077076485
993,-112.89791490810936
994,-112.82947879415904
995,-112.93009370561917
996,-112.90165171003709
997,-112.84416494421234
998,-112.70667995374464
999,-112.58387793618793
1000,-112.37875910296533
1001,-112.31980070451748
1002,-112.2318870588301
1003,-112.1016978669079
1004,-111.95384573370318
1005,-111.96921840954481
1006,-111.97304169947577
1007,-111.87035679718662
1008,-111.91657853460076
1009,-111.89646111615835
1010,-111.90035454777968
1011,-111.74119539867178
1012,-111.5484304865048
1013,-111.56699891917533
1014,-111.6288520956048
1015,-111.63711905748328
1016,-111.63911934309762
1017,-111.71156238633317
1018,-111.71982735273222
1019,-111.76881725984603
1020,-111.83619330434932
1021,-112.00418298302247
1022,-112.16956276915016
1023,-112.36437140204842
1024,-112.64166370383211
1025,-112.92319979933576
1026,-113.1150255733416
1027,-113.3315925423369
1028,-113.48989385012995
1029,-113.67000582370996
1030,-113.86518375362833
1031,-114.14390906328708
1032,-114.29653554037802
1033,-114.44057468540244
1034,-114.53879909375935
1035,-114.71278167664477
1036,-114.9668342260949
1037,-115.09837757773242
1038,-115.46564329773001
1039,-115.80065614399737
1040,-116.02480523627703
1041,-116.36229919070729
1042,-116.65075699963592
1043,-116.95766966676494
1044,-117.23858445591628
1045,-117.67310269703611
1046,-117.99413376008059
1047,-118.40451087701676
1048,-118.79589457642003
1049,-119.1453637859716
1050,-119.6462980762791
1051,-119.95035066372486
1052,-120.277797147243
1053,-120.46087200306144
1054,-120.65650090796763
1055,-121.07973136398272
1056,-121.56573504654543
1057,-121.978864950149
1058,-122.40883138388412
1059,-122.79080215523383
1060,-123.48741196045226
1061,-124.12047712271806
1062,-124.68510989009482
1063,-125.24335467575484
1064,-125.83866574847521
1065,-126.66043053262234
1066,-126.96701595403408
1067,-127.37558582101953
1068,-127.99679804157284
1069,-128.51894602529882
1070,-129.22756892159256
1071,-129.74807866474595
1072,-130.15473425072062
1073,-130.8181858622425
1074,-131.54712704464305
1075,-132.07016991802493
1076,-132.9344671813226
1077,-133.56154158509173
1078,-134.07760830331864
1079,-134.83147439534216
1080,-135.34658232456047
1081,-136.18818390573026
1082,-136.988794192719
1083,-137.94196978374137
1084,-138.98683943022985
1085,-139.67800410048955
1086,-140.59843949334174
1087,-141.47805749237335
1088,-142.54443110875832
1089,-143.20577434636647
1090,-144.0917535681745
1091,-144.9469276856043
1092,-145.85250204083715
1093,-146.81626534042778
1094,-147.73075442433773
1095,-148.52422179441007
1096,-149.75838926693783
1097,-150.78855188370704
1098,-151.73534677310192
1099,-152.62842739176642
1100,-153.59808172746463
1101,-154.45435975284167
1102,-155.57452102963987
1103,-156.55416015269586
1104,-157.73118674388746
1105,-158.75822189117017
1106,-159.76928761238278
1107,-160.6323234798136
1108,-161.73230417660443
1109,-162.8285289053763
1110,-163.81258781576926
1111,-165.08585522291614
1112,-166.29258190681682
1113,-167.270512568649
1114,-168.72856549476387
1115,-170.11125757132749
1116,-171.14111647999334
1117,-172.45892876653642
1118,-173.5593009510402
1119,-174.70696055410997
1120,-175.68739963165314
1121,-176.78893478834118
1122,-178.08861284498443
1123,-179.64900749789277
1124,-181.10470050271564
1125,-182.29336242168398
1126,-183.85105578431865
1127,-185.5602115309502
1128,-187.10570327507224
1129,-188.47686634653644
1130,-189.87374901372974
1131,-191.40143360409678
1132,-193.04558222108184
1133,-194.3124484991638
1134,-195.4035537561822
1135,-196.8114129780967
1136,-198.10917387745693
1137,-199.43654504904214
1138,-200.8537741506887
1139,-202.2064307372702
1140,-203.9815700420014
1141,-205.26693440452462
1142,-207.03363455145507
1143,-208.80595224790204
1144,-210.18322312007052
1145,-211.61440040638425
1146,-213.3006932405216
1147,-214.9512854907511
1148,-216.54617931020903
1149,-218.2081328003448
1150,-220.10864599000251
1151,-221.60831904383045
1152,-223.5309818788021
1153,-225.3543375408599
1154,-227.02163677228788
1155,-228.528232000174
1156,-230.23565754628225
1157,-232.37256954484474
1158,-234.42116775015688
1159,-236.28846229564473
1160,-238.48225259500248
1161,-240.39851170208635
1162,-242.23122105890837
1163,-244.10763520213618
1164,-246.4238308271173
1165,-248.39548927514335
1166,-250.62587482617153
1167,-252.8188550615385
1168,-254.40155286470264
1169,-256.0910477131616
1170,-258.22001610375185
1171,-260.04808448898916
1172,-262.00131671178383
1173,-264.61505893238177
1174,-266.9484684475808
1175,-269.2127563451137
1176,-270.62032960022714
1177,-272.84775028226005
1178,-274.98377995193357
1179,-277.093300460993
1180,-279.8509968055655
1181,-281.6366340683221
1182,-283.8105135543225
1183,-285.91439125385125
1184,-288.6172034614498
1185,-290.95011925657985
1186,-293.10069604086596
1187,-295.7103119805944
1188,-297.9637592476073
1189,-300.31495687035874
1190,-302.8322542667155
1191,-305.9152828131396
1192,-309.1896854314067
1193,-311.52360920320655
1194,-313.6724569036121
1195,-315.9322865511502
1196,-317.78268352409657
1197,-320.3138834150204
1198,-322.8426879923778
1199,-325.02587454464845
1200,-327.81013893706495
