,temperature_K,ref,889,44,18,9
0,298,66.34209219622112,66.34209219622112,66.34209219622112,66.34209219622112,66.34209219622112
1,303,64.00782624328728,62.99095741078633,62.77365744366377,64.09465827278039,63.7255778553667
2,308,59.228402970413946,59.81791411572626,59.21618879478303,59.556269828347126,60.829406416481966
3,313,55.737783400605956,55.321393968071085,54.570977248879736,54.28518843636274,55.95616106900078
4,318,8.800061515644,7.930861768108553,7.890152540159515,8.46966357434209,8.392227552706368
5,323,7.08564366331396,6.913301701721244,6.933035693624472,7.696361971236971,7.714188225420217
6,333,5.930956130958628,5.797445519843325,5.799070850084356,6.513075905982544,6.180279589693096
7,343,5.267749361976352,5.10615080194887,4.622809004471298,5.574446580324914,4.597622127425573
