,pressure_Pa,fugacity_Pa,p/p0,uptake,metastable_gas,metastable_liq
0,1.0,0.979242067610702,0.0002197873962310666,0.014591820041411569,,
1,23.85854992149465,23.363295755317573,0.0052438085650942275,0.33833137700329297,,
2,46.7170998429893,45.74734944302444,0.010267829733957389,0.644329073080163,,
3,69.57564976448396,68.13140313073131,0.01529185090282055,0.9340044679653431,,
4,92.4341996859786,90.51545681843818,0.02031587207168371,1.208629613292972,,
5,115.29274960747324,112.89951050614505,0.02533989324054687,1.4693477271772135,,
6,138.1512995289679,135.28356419385193,0.030363914409410036,1.71718910177254,,
7,161.00984945046255,157.6676178815588,0.035387935578273196,1.9530847106371825,,
8,183.8683993719572,180.05167156926566,0.04041195674713635,2.177877894805241,,
9,206.72694929345184,202.43572525697252,0.045435977915999515,2.3923344367805224,,
10,229.58549921494648,224.8197789446794,0.05045999908486267,2.5971512760698285,,
11,252.44404913644115,247.20383263238628,0.055484020253725834,2.7929640752763705,,
12,275.3025990579358,269.58788632009316,0.060508041422589004,2.980353809811281,,
13,298.16114897943044,291.9719400078,0.06553206259145215,3.159852525134057,,
14,321.01969890092516,314.3559936955069,0.07055608376031533,3.3319483816974387,,
15,343.8782488224197,336.7400473832137,0.07558010492917848,3.4970900883536764,,
16,366.7367987439144,359.12410107092063,0.08060412609804164,3.6556908090245317,,
17,389.59534866540906,381.50815475862754,0.0856281472669048,3.808131614271221,,
18,412.4538985869037,403.89220844633434,0.09065216843576795,3.9547645384921166,,
19,435.31244850839835,426.27626213404125,0.09567618960463112,4.0959152944023565,,
20,458.17099842989296,448.6603158217481,0.10070021077349428,4.2318856888720084,,
21,481.02954835138763,471.04436950945495,0.10572423194235744,4.362955777849211,,
22,503.8880982728823,493.42842319716186,0.11074825311122061,4.489385792752271,,
23,526.7466481943769,515.8124768848687,0.11577227428008376,4.611417866206127,,
24,549.6051981158716,538.1965305725756,0.12079629544894693,4.729277581180467,,
25,572.4637480373663,560.5805842602824,0.1258203166178101,4.843175364343307,,
26,595.3222979588609,582.9646379479893,0.13084433778667323,4.953307741681833,,
27,618.1808478803555,605.3486916356961,0.1358683589555364,5.059858472081347,,
28,641.0393978018502,627.732745323403,0.14089238012439959,5.162999572533469,,
29,663.8979477233448,650.11679901111,0.14591640129326272,5.262892246909804,,
30,686.7564976448394,672.5008526988167,0.15094042246212588,5.359687728745287,,
31,709.6150475663342,694.8849063865237,0.15596444363098905,5.453528047189909,,
32,732.4735974878288,717.2689600742306,0.1609884647998522,5.544546724176486,,
33,755.3321474093234,739.6530137619374,0.16601248596871537,5.632869409891503,,
34,778.190697330818,762.0370674496443,0.1710365071375785,5.718614462802988,,
35,801.0492472523127,784.4211211373512,0.1760605283064417,5.801893479775631,,
36,823.9077971738074,806.805174825058,0.18108454947530483,5.882811781174638,,
37,846.7663470953022,829.189228512765,0.18610857064416805,5.961468855310397,,
38,869.6248970167967,851.5732822004718,0.1911325918130312,6.037958766097283,,
39,892.4834469382913,873.9573358881786,0.19615661298189432,6.112370527380513,,
40,915.3419968597859,896.3413895758855,0.2011806341507575,6.184788447017059,,
41,938.2005467812807,918.7254432635924,0.20620465531962065,6.2552924434739205,,
42,961.0590967027753,941.1094969512992,0.2112286764884838,6.32395833742193,,
43,983.9176466242699,963.4935506390061,0.21625269765734698,6.390858120552747,,
44,1006.7761965457646,985.877604326713,0.22127671882621014,6.45606020362415,,
45,1029.6347464672592,1008.2616580144198,0.2263007399950733,6.519629645541948,,
46,1052.4932963887538,1030.6457117021266,0.23132476116393644,6.581628365111943,,
47,1075.3518463102484,1053.0297653898335,0.2363487823327996,6.642115336939666,,
48,1098.2103962317433,1075.4138190775407,0.24137280350166282,6.701146772816073,,
49,1121.068946153238,1097.7978727652473,0.24639682467052595,6.758776289804082,,
50,1143.9274960747325,1120.1819264529543,0.2514208458393891,6.815055066128175,,
51,1166.7860459962271,1142.5659801406612,0.25644486700825225,6.870031985870292,,
52,1189.6445959177217,1164.9500338283679,0.26146888817711544,6.923753773384755,,
53,1212.5031458392164,1187.3340875160748,0.2664929093459786,6.9762651182637825,,
54,1235.361695760711,1209.7181412037817,0.2715169305148417,7.027608791612592,,
55,1258.2202456822058,1232.1021948914886,0.2765409516837049,7.077825754325797,,
56,1281.0787956037004,1254.4862485791955,0.2815649728525681,7.126955257998309,,
57,1303.937345525195,1276.8703022669024,0.28658899402143123,7.175034939048315,,
58,1326.7958954466897,1299.254355954609,0.29161301519029437,7.222100906581513,,
59,1349.6544453681843,1321.638409642316,0.29663703635915756,7.268187824480636,,
60,1372.5129952896789,1344.022463330023,0.3016610575280207,7.3133289881635255,,
61,1395.3715452111737,1366.4065170177298,0.3066850786968839,7.357556396416207,,
62,1418.2300951326683,1388.7905707054367,0.3117090998657471,7.400900818673353,,
63,1441.088645054163,1411.1746243931436,0.3167331210346102,7.443391858087825,,
64,1463.9471949756576,1433.5586780808503,0.32175714220347335,7.485058010703,,
65,1486.8057448971522,1455.9427317685572,0.3267811633723365,7.525926721015872,,
66,1509.6642948186468,1478.3267854562641,0.33180518454119967,7.566024434195365,,
67,1532.5228447401414,1500.7108391439708,0.3368292057100628,7.605376645199167,,
68,1555.3813946616363,1523.094892831678,0.341853226878926,7.644007945012575,,
69,1578.2399445831309,1545.4789465193849,0.3468772480477892,7.681942064215244,,
70,1601.0984945046255,1567.8630002070915,0.3519012692166523,7.719201914065012,,
71,1623.95704442612,1590.2470538947985,0.35692529038551546,7.755809625273296,,
72,1646.8155943476147,1612.6311075825054,0.36194931155437865,7.791786584632895,,
73,1669.6741442691093,1635.015161270212,0.3669733327232418,7.827153469646089,,
74,1692.5326941906042,1657.3992149579192,0.371997353892105,7.8619302812899745,,
75,1715.3912441120988,1679.783268645626,0.3770213750609681,7.8961363750448985,,
76,1738.2497940335934,1702.1673223333328,0.3820453962298313,7.929790490302894,,
77,1761.108343955088,1724.5513760210397,0.38706941739869444,7.9629107782633515,,
78,1783.9668938765826,1746.9354297087466,0.3920934385675576,7.995514828415803,,
79,1806.8254437980772,1769.3194833964533,0.39711745973642076,8.02761969370168,,
80,1829.6839937195718,1791.7035370841602,0.4021414809052839,8.059241914440703,,
81,1852.5425436410667,1814.0875907718673,0.4071655020741471,8.09039754110057,,
82,1875.4010935625613,1836.471644459574,0.4121895232430103,8.121102155983486,,
83,1898.259643484056,1858.855698147281,0.4172135444118734,8.151370893897464,,
84,1921.1181934055505,1881.2397518349878,0.42223756558073655,8.18121846187557,,
85,1943.9767433270451,1903.6238055226945,0.42726158674959974,8.210659158001906,,
86,1966.8352932485398,1926.0078592104014,0.4322856079184629,8.239706889398835,,
87,1989.6938431700346,1948.3919128981086,0.43730962908732607,8.268375189426447,,
88,2012.5523930915292,1970.7759665858152,0.4423336502561892,8.296677234141338,,
89,2035.4109430130238,1993.1600202735222,0.4473576714250524,8.324625858059429,,
