,pressure_Pa,fugacity_Pa,p/p0,uptake
0,1.0,0.979242067610702,0.0002197873962310666,2.9775927496545425
1,23.85854992149465,23.363295755317573,0.0052438085650942275,3.6805291987255475
2,46.7170998429893,45.74734944302444,0.010267829733957389,4.290754705789013
3,69.57564976448396,68.13140313073131,0.01529185090282055,4.825484771079362
4,92.4341996859786,90.51545681843818,0.02031587207168371,5.29706717459085
5,115.29274960747324,112.89951050614505,0.02533989324054687,5.708745648984484
6,138.1512995289679,135.28356419385193,0.030363914409410036,6.067079287791585
7,161.00984945046255,157.6676178815588,0.035387935578273196,6.395363029685313
8,183.8683993719572,180.05167156926566,0.04041195674713635,6.70992228428727
9,206.72694929345184,202.43572525697252,0.045435977915999515,7.015497341057346
10,229.58549921494648,224.8197789446794,0.05045999908486267,7.313038442689178
11,252.44404913644115,247.20383263238628,0.055484020253725834,7.6031381196557355
12,275.3025990579358,269.58788632009316,0.060508041422589004,7.887921108434229
13,298.16114897943044,291.9719400078,0.06553206259145215,8.175971183548713
14,321.01969890092516,314.3559936955069,0.07055608376031533,8.49259622209343
15,343.8782488224197,336.7400473832137,0.07558010492917848,8.891179130510153
16,366.7367987439144,359.12410107092063,0.08060412609804164,9.439783505985869
17,389.59534866540906,381.50815475862754,0.0856281472669048,10.14917254255217
18,412.4538985869037,403.89220844633434,0.09065216843576795,10.979525280366838
19,435.31244850839835,426.27626213404125,0.09567618960463112,12.080618598924163
20,458.17099842989296,448.6603158217481,0.10070021077349428,13.841389629440176
21,481.02954835138763,471.04436950945495,0.10572423194235744,16.22791689711967
22,503.8880982728823,493.42842319716186,0.11074825311122061,18.924329856524984
23,526.7466481943769,515.8124768848687,0.11577227428008376,21.28795717529086
24,549.6051981158716,538.1965305725756,0.12079629544894693,23.301862029165036
25,572.4637480373663,560.5805842602824,0.1258203166178101,25.63110849808873
26,595.3222979588609,582.9646379479893,0.13084433778667323,27.28223416456532
27,618.1808478803555,605.3486916356961,0.1358683589555364,28.193774449833004
28,641.0393978018502,627.732745323403,0.14089238012439959,28.812402379804
29,663.8979477233448,650.11679901111,0.14591640129326272,29.285694344100257
30,686.7564976448394,672.5008526988167,0.15094042246212588,29.664348483630377
31,709.6150475663342,694.8849063865237,0.15596444363098905,29.97690540689425
32,732.4735974878288,717.2689600742306,0.1609884647998522,30.242490951400516
33,755.3321474093234,739.6530137619374,0.16601248596871537,30.47372603859759
34,778.190697330818,762.0370674496443,0.1710365071375785,30.678732476490048
35,801.0492472523127,784.4211211373512,0.1760605283064417,30.86279185028744
36,823.9077971738074,806.805174825058,0.18108454947530483,31.029502693172592
37,846.7663470953022,829.189228512765,0.18610857064416805,31.181485397554713
38,869.6248970167967,851.5732822004718,0.1911325918130312,31.320778424038238
39,892.4834469382913,873.9573358881786,0.19615661298189432,31.449054311374134
40,915.3419968597859,896.3413895758855,0.2011806341507575,31.567739138643294
41,938.2005467812807,918.7254432635924,0.20620465531962065,31.67808145259272
42,961.0590967027753,941.1094969512992,0.2112286764884838,31.781193639475507
43,983.9176466242699,963.4935506390061,0.21625269765734698,31.878076891543135
44,1006.7761965457646,985.877604326713,0.22127671882621014,31.969635515128427
45,1029.6347464672592,1008.2616580144198,0.2263007399950733,32.05668402183585
46,1052.4932963887538,1030.6457117021266,0.23132476116393644,32.13994944954018
47,1075.3518463102484,1053.0297653898335,0.2363487823327996,32.22007086568511
48,1098.2103962317433,1075.4138190775407,0.24137280350166282,32.29759769150536
49,1121.068946153238,1097.7978727652473,0.24639682467052595,32.37298823314956
50,1143.9274960747325,1120.1819264529543,0.2514208458393891,32.4466095608378
51,1166.7860459962271,1142.5659801406612,0.25644486700825225,32.518739604167045
