,macrostate,P_up,P_down,term_1,term_2,term_3
0,0,0.083415326435,0.0,0.0,0.0,-0.0
1,11,0.064730137557,7.8313029253e-05,-1.2080576914935863e-18,8.891037669734158e-40,-1.4339982425390188e-59
2,21,0.047414700979,0.00010078421574,-2.300608508893322e-18,1.5853629089454785e-39,-1.2609005847415903e-59
3,32,0.036959274507,0.0002586439175,-3.502001569269505e-18,2.706908874623083e-39,-3.8212239521346e-59
4,43,0.029708167965,0.00081115859453,-4.681369080573732e-18,3.986158093929298e-39,-2.9099886008857194e-59
5,53,0.024818743748,0.0031818396398,-5.586637740929587e-18,5.3806294789253435e-39,-1.2601764748939067e-58
6,64,0.02069204174,0.008476132143,-6.402258769320733e-18,5.258323278557209e-39,-3.3037850484998516e-59
7,75,0.017144165864,0.011773371355000001,-7.198006212379085e-18,7.653093227384677e-39,-3.4095973244585767e-59
8,86,0.014957586074,0.014987325719000001,-7.960978006749775e-18,9.776518826437207e-39,-5.671899281230308e-59
9,96,0.013844840508999999,0.016795894805,-8.640310827126811e-18,1.0686853813808328e-38,-1.0568504340685589e-58
10,107,0.012531179294,0.018460352147,-9.37987846798234e-18,1.1613356528726031e-38,-9.310857634053554e-59
11,118,0.012096964673,0.015682559566,-1.0233756610220064e-17,1.7253362502462467e-38,-3.4814597644414875e-58
12,128,0.011017427231999999,0.015268884985,-1.0971595234109277e-17,1.9225748372708216e-38,2.1735241890576648e-58
13,139,0.011102370793000001,0.014395807757000001,-1.1693804368551938e-17,2.3112907983400789e-38,3.5595799979789995e-58
14,150,0.0096792862476,0.013479963125,-1.2643247115609935e-17,1.9822010349018917e-38,1.1000977269556789e-58
15,160,0.0098811583613,0.010128281274,-1.3479253665035175e-17,2.420847938801477e-38,-5.069256109162785e-61
16,171,0.0095849483064,0.014075426299,-1.4029343391524362e-17,2.384530606626308e-38,-1.5182743027785735e-58
17,182,0.009219086263,0.011807114681,-1.494072893829485e-17,2.5366090561540224e-38,-1.0962222224166578e-59
18,193,0.008319911512399998,0.010608017046,-1.590938123080785e-17,2.611343938148048e-38,-5.732562268289415e-59
19,203,0.0086643895777,0.010508661292000001,-1.6504171999638794e-17,2.489202403824482e-38,1.62687053414915e-58
20,214,0.007504262383600001,0.0097958970384,-1.7565180580969562e-17,2.9654605070842425e-38,1.3409723154780586e-57
21,225,0.0079995161404,0.009622417131,-1.8191384381208683e-17,3.720986037621157e-38,-1.8375908500652613e-57
22,235,0.007762359563,0.0085071152678,-1.903835185348493e-17,3.030365275813744e-38,-4.3553983335733755e-58
23,246,0.0069898191417,0.0086843156417,-1.9996177209478604e-17,4.855913174829488e-38,-1.66537062538589e-57
24,257,0.0069800085776,0.0076905273887,-2.0723385892390728e-17,3.4468681443970365e-38,-8.758856765840688e-58
25,267,0.0070090477500000005,0.0093904523216,-2.127544594132334e-17,3.693156450936239e-38,-1.4398769858207786e-57
26,278,0.006588039154600001,0.0082354453755,-2.2216041545302183e-17,5.285049186948781e-38,1.107721482521681e-58
27,289,0.0061672425208,0.00819512108,-2.312524360765586e-17,3.9387741388288627e-38,-4.2266137185842724e-58
28,300,0.0060675773198,0.0082575240392,-2.394419886666028e-17,3.6028165112707414e-38,1.2581730353810273e-58
29,310,0.0060035506867,0.0083034029207,-2.472343325273597e-17,3.621310252893817e-38,-2.591473463997191e-58
30,321,0.0065352729929,0.0080734220824,-2.5198091169926326e-17,7.235547237155258e-38,-1.7382027610702653e-57
31,332,0.004891798813800001,0.0064270301113,-2.6616226888355612e-17,3.895840910729924e-38,2.0558356957374685e-58
32,342,0.0049346500871000004,0.0075990044611000005,-2.7213371303113215e-17,7.317178486465988e-38,-1.624181453050483e-58
33,353,0.0054462396467,0.0066259332398,-2.7861974447290277e-17,5.045835258123846e-38,-3.173567833154472e-57
34,364,0.0053804030792,0.0069564792374,-2.8637684742646245e-17,6.133438891930182e-38,5.2913167981775024e-58
35,374,0.0045579305851000005,0.0063719352593,-2.971675997547914e-17,5.049438179780243e-38,-2.4565986570140213e-57
36,385,0.0048585579645,0.0060960372265000005,-3.032824909781352e-17,4.98139934892296e-38,-7.49782417221698e-58
37,396,0.0052741431505,0.0066393334505,-3.093155040876046e-17,4.652119728799592e-38,-5.8610353723702494e-58
38,407,0.0051076369578,0.006232577702,-3.1713191854332387e-17,5.552735029360479e-38,-5.904585232210246e-57
39,417,0.0051843450401999995,0.0064517336454,-3.23544639291531e-17,5.946670535961384e-38,-9.104891673100737e-58
40,428,0.0050032198087,0.0059370330845,-3.3322110528967667e-17,4.393163712666638e-38,1.2244831786062235e-59
41,439,0.0047996245547,0.0057104685407,-3.4099211356601426e-17,6.952484127836391e-38,-2.8107312846420763e-57
42,449,0.0047484788655,0.0057668211211,-3.482940797170893e-17,6.197431131990755e-38,3.199837922500568e-58
43,460,0.0044351169755,0.0054690953859000005,-3.5913805723042363e-17,6.649729344760621e-38,2.2745340883251154e-57
44,471,0.0045872595078,0.0057925307565,-3.662130471989257e-17,6.339251739341242e-38,-8.811566417415871e-58
45,481,0.0046921353483,0.005778225699399999,-3.719645432763817e-17,1.309595373557321e-37,2.2525631559041205e-57
46,492,0.0045217372242,0.005675927105000001,-3.811494725718606e-17,8.481001420882166e-38,-9.850841359363415e-58
47,503,0.004386036717899999,0.0053002950659,-3.90031873621127e-17,6.916511392546806e-38,-1.5304718506230747e-59
48,514,0.0044803627408,0.0056016894191,-3.9701865216487986e-17,1.0405861884612224e-37,-2.371081445261769e-57
49,524,0.004281469677,0.0050870942923000005,-4.0619348227774544e-17,6.641879146627451e-38,-1.0895970687985357e-58
50,535,0.0042074955162,0.0053387605224,-4.140570404321455e-17,7.067102242124601e-38,-1.4357064116260128e-57
51,546,0.003902325194,0.0049426110258999996,-4.235571851114712e-17,6.964095805419587e-38,3.0582803621241626e-57
52,556,0.0040968136193000005,0.0053635027491,-4.288652407836212e-17,9.486732091844255e-38,2.7296600543757506e-57
53,567,0.0040458362386,0.005128043136,-4.379475344526293e-17,7.701860576397994e-38,-2.557388059446819e-57
54,578,0.0042324409159000004,0.0050101858152,-4.4497356598680776e-17,6.664111017273412e-38,1.623070684592652e-57
55,588,0.0035715751545999995,0.0044741598015,-4.556817767036165e-17,1.0732650867737984e-37,-1.356798648458102e-58
56,599,0.0037371080804000003,0.0047182779759,-4.634123907483917e-17,6.928107163391066e-38,1.3755548895245674e-58
57,610,0.0034107010389999998,0.0046617272657,-4.718220929653439e-17,6.969400060681427e-38,1.1528896331831919e-57
58,621,0.0036805434440999995,0.0045334952018999996,-4.7984070314727354e-17,7.324267191892566e-38,5.299556622518588e-58
59,631,0.0034607503976,0.0043371793075,-4.8864532868757435e-17,7.058723422123849e-38,-2.0370644786364013e-57
60,642,0.0030928812685,0.0040899344854999995,-4.979673851194472e-17,7.714953235216321e-38,8.66857161720444e-58
61,653,0.0028350845390999998,0.0040415059756,-5.0727284032209827e-17,6.84903778792937e-38,8.870734854522153e-59
62,663,0.0025984513521999995,0.0039835772856000005,-5.1507061540059696e-17,9.015941471071099e-38,1.521558633844533e-57
63,674,0.0024575123053000004,0.0037443716491999996,-5.2492288157901926e-17,1.0254848250851902e-37,4.5525017872791603e-57
64,685,0.001990313908,0.0034510994670999997,-5.34578112000466e-17,8.764636138412862e-38,-4.217324066880777e-57
65,695,0.0018662489283,0.0032497848239000002,-5.4489242146205677e-17,7.921864939264951e-38,-2.225468447208169e-57
66,706,0.0016116440408,0.0032043538132,-5.5320209189247697e-17,7.579525824569373e-38,1.9910452326562573e-57
67,717,0.0014756848997,0.0033281775874,-5.62525283279413e-17,8.91991190602298e-38,-6.090448623397219e-57
68,728,0.0012942624612,0.0030355287957,-5.724688469539958e-17,7.95590110978943e-38,2.031911502091661e-57
69,738,0.0011603797662999998,0.0028656544523,-5.81207262778402e-17,7.119620982705815e-38,1.8054415335299392e-57
70,749,0.0010450135441,0.0027957785388,-5.909667655731073e-17,8.2130213341542e-38,-2.0556060421639473e-57
71,760,0.00092536870226,0.0027429781276,-5.993588212657025e-17,8.379819365626269e-38,-2.062661551296435e-57
72,770,0.0007245901478099999,0.0026106610449,-6.088916098521301e-17,8.394166443908229e-38,-1.672540240270675e-57
73,781,0.0006554257628300001,0.002597184935,-6.191825672605235e-17,8.392080708988652e-38,-2.586126165057371e-57
74,792,0.0005911255512,0.0025011908265,-6.29412986524518e-17,9.567040919663533e-38,1.0907611809838362e-57
75,802,0.00057208415409,0.002362091496,-6.384999996634551e-17,8.935395223743599e-38,4.095808682980379e-57
76,813,0.00043491599716000004,0.0023511750733000002,-6.489455958648181e-17,1.055770868870154e-37,-8.365526067866388e-58
