macrostate,P_up,P_down,term_1,term_2
0,0.048184419903,0.0,0.0,0.0
10,0.0075951254126999995,0.059903306545,-5.55491010051677e-19,3.4327012581421165e-39
20,0.0050951577201,0.052453029644,-1.1431021970199442e-18,5.285800678855559e-39
30,0.0039056947188000003,0.044492909901,-1.772396380614165e-18,8.652781500534724e-39
40,0.0033797334352,0.038991888731,-2.383179677883582e-18,1.2634709250145865e-38
50,0.0028902397631,0.026499952953,-3.0506968004226882e-18,9.888865004489896e-39
60,0.0026413784439,0.026180884118,-3.634306775881513e-18,1.5628411352111746e-38
70,0.002471089666,0.028360825545,-4.266588490226495e-18,1.4571182023146878e-38
80,0.0022121353755,0.025150153145,-4.928435111659024e-18,2.0380777534933923e-38
90,0.0022265216033,0.023019435545,-5.573259587844127e-18,1.8231367592183545e-38
100,0.0019520137224,0.023496367299000002,-6.152684392390224e-18,1.956022000589215e-38
110,0.0017705965454000003,0.021622871447,-6.847878942765258e-18,2.3042608014716816e-38
120,0.0018341805059999999,0.01857773606,-7.47887270736323e-18,2.51551677367287e-38
130,0.0017983670875999999,0.019130638377,-8.154397520386806e-18,2.987584899208164e-38
140,0.001721379123,0.020752158321,-8.684664709018335e-18,4.1003710697858255e-38
150,0.0015389572203000001,0.016176311399000002,-9.473392029360095e-18,4.2576855255680647e-38
160,0.0015691630953,0.016884877016,-1.0145728648171339e-17,3.090743533070972e-38
170,0.0015834662304,0.01690445514,-1.0575611860647802e-17,4.1706178161326995e-38
180,0.001464451348,0.017026608807,-1.1404652436622413e-17,5.273168916076858e-38
190,0.0014911740915999998,0.016424323468,-1.1967101179920672e-17,4.081543892669896e-38
200,0.0014819304500000002,0.015913445747,-1.2551634917751524e-17,5.563451864362956e-38
210,0.0015447448519999999,0.015801041973000002,-1.3143734721537452e-17,3.312837308036503e-38
220,0.0013159858074000001,0.014892920942,-1.3949385546252114e-17,4.720608108071306e-38
230,0.0013024200679000002,0.014624557887,-1.4589309186235762e-17,5.671529602260907e-38
240,0.0012755757618,0.014241993312999999,-1.5217767310380437e-17,4.056983302895734e-38
250,0.0015738962873,0.01533727842,-1.5635625418071112e-17,5.886966569197032e-38
260,0.001435070012,0.01493938882,-1.631342914080491e-17,4.6174515459699905e-38
270,0.0013784541954,0.01427203563,-1.7018775656864957e-17,5.515395334804329e-38
280,0.0013914168304,0.014678213167999998,-1.764209122678912e-17,4.461556723502601e-38
290,0.0015147463082,0.013781554766,-1.8130024511435558e-17,5.198808984565098e-38
