,macrostate,P_up,P_down,term_1,term_2,term_3
25,267,0.003734326415,0.031594943704,-2.0177294980353415e-17,4.870264494904507e-38,-2.8720349048113024e-57
26,278,0.0034897736656,0.030362827631,-2.102731935750344e-17,5.048421325419947e-38,6.851142501990693e-58
27,289,0.0035055727994000004,0.028665786933,-2.1790075248574515e-17,7.629744449680897e-38,-1.4552242475471215e-57
28,300,0.0033964544216,0.028854263171,-2.2540703279348036e-17,4.705589193597945e-38,-8.109122638196135e-58
29,310,0.0033726204217,0.029284338132,-2.319673873602355e-17,6.276524724770513e-38,-2.1707202524204106e-57
30,321,0.0033161557386999995,0.027089795444,-2.4063853539032764e-17,5.012942110976714e-38,-3.347077923696336e-57
31,332,0.0031049617759000003,0.027845197088,-2.4806536201784912e-17,7.233283404992509e-38,1.3912453365810143e-57
32,342,0.0032484778215,0.026280024845,-2.5473795115118865e-17,6.980764610308503e-38,-2.42797806238063e-57
33,353,0.00287616635,0.025792131233,-2.6392653838429072e-17,7.56128047953767e-38,-2.3091129524385166e-57
34,364,0.0029231834933,0.024520891280000002,-2.7168557124997442e-17,9.589835653551646e-38,-8.851585207914976e-57
35,374,0.0031009014747,0.025561909467000002,-2.777914943737711e-17,7.62530285566609e-38,6.5391611846599e-58
36,385,0.0028967263122,0.024191691875,-2.861432918711143e-17,7.106012930332147e-38,1.4220601940090051e-57
37,396,0.0030047449391999996,0.024647798229,-2.9255639582365545e-17,9.058837522552432e-38,-7.754165096325213e-57
38,407,0.0027961638543,0.024580957491,-3.019845393278707e-17,8.289199997014495e-38,-1.2138498968802766e-57
39,417,0.0028773620163,0.023945647416,-3.0855777310659466e-17,8.347670085085051e-38,-5.985834357556445e-58
40,428,0.0026881090949,0.022802343050000003,-3.1669832488764647e-17,7.458127268972114e-38,-2.9711413277222664e-57
41,439,0.0028870395569,0.023874774743,-3.2318033164629565e-17,1.0252558503023694e-37,-3.1661266801962044e-57
42,449,0.0024350064879999998,0.022280629489000003,-3.334605828869272e-17,8.447175357101434e-38,-5.628953520549355e-57
43,460,0.0024314235666999997,0.021349532609,-3.4155931609756166e-17,9.5251654859235e-38,-6.363919871460267e-57
44,471,0.0027475371699,0.023090707257,-3.4739069276188854e-17,1.2175723146450378e-37,5.747896076147925e-57
45,481,0.0027201811617,0.023492025989,-3.538818213902327e-17,8.707629565586056e-38,-3.74099415523171e-57
46,492,0.0026871104836000003,0.022249722171,-3.622781116556963e-17,8.551742075089584e-38,5.01892759850389e-58
47,503,0.0024662644244,0.021933140786,-3.709888714907462e-17,9.606272809221805e-38,-1.7621602665942292e-57
48,514,0.0028324515706,0.022909815192,-3.774281662475147e-17,8.707996235206063e-38,1.0030524952134865e-57
49,524,0.0025448377383,0.022529560036,-3.857421517252382e-17,1.052951390070236e-37,4.366698810572147e-57
50,535,0.0024099203099,0.021300006971,-3.939555970507533e-17,9.344347982524995e-38,1.0994525558817685e-57
51,546,0.002615640859,0.022618690658,-4.008451728472409e-17,9.345048693132388e-38,-3.7006331143991233e-57
52,556,0.0027093424562,0.022569548344,-4.07947308410945e-17,8.817777175423151e-38,5.0280013305139044e-57
53,567,0.0023285628261999996,0.021306032499,-4.172317588952849e-17,9.024186915956133e-38,-1.2093909688612255e-57
54,578,0.0026100260205,0.022262993568000003,-4.24121014632815e-17,8.367307513546927e-38,1.8095647299264e-57
55,588,0.0023545970343000003,0.021584878698,-4.321284636966444e-17,9.309398622397501e-38,-3.847217925188126e-58
56,599,0.0022474134023000004,0.021237335617999998,-4.409160656757302e-17,1.00666269268222e-37,3.978815233235395e-57
57,610,0.0021420184691,0.020335177164,-4.5032676582764845e-17,9.363784297459187e-38,-5.916362155145864e-57
58,621,0.0020244252092,0.020004402354,-4.589562706768547e-17,8.215016065617741e-38,1.6785600518038652e-57
