,macrostate,P_up,P_down,term_1,term_2,term_3
0,0,0.06075951942,0.0,0.0,0.0,-0.0
1,11,0.047960327991,0.00049450300032,-1.1854107381639988e-18,1.1282442698191538e-39,-2.177907990860621e-59
2,21,0.034450695044,0.00046462733999000003,-2.2704030353357685e-18,2.310385033547532e-39,-5.386474343432868e-59
3,32,0.025896031934000002,0.00080101316677,-3.4617459144712932e-18,3.0835764293006044e-39,-4.772240723100795e-59
4,43,0.020431975862,0.0033181082996,-4.594017286345551e-18,5.7747697205955896e-39,-8.382472105875208e-59
5,53,0.016769485801,0.0083899851286,-5.504745579621515e-18,6.632635919459197e-39,-2.2873739593131104e-58
6,64,0.013700176885,0.020542113744,-6.276914215875057e-18,9.910925987862584e-39,-1.455640235512147e-58
7,75,0.011457671288999998,0.027974224315,-7.0548496671818e-18,9.251304591370151e-39,-1.8256375311537656e-58
8,86,0.0098604138674,0.034553937058,-7.785417341845861e-18,1.2282420260020524e-38,-6.784366350106168e-59
9,96,0.0088201455384,0.039910256234,-8.442415646836298e-18,1.3980314387972012e-38,-2.7391386650090134e-58
10,107,0.0080160647564,0.04057084738,-9.156541315780046e-18,1.53618810253391e-38,-4.368686656533363e-58
11,118,0.0074723117834,0.037502098723,-9.954376511367674e-18,1.7458134227404086e-38,-4.59858902844235e-58
12,128,0.0073483526296000004,0.036441068534,-1.0603923360977375e-17,2.2300625369075045e-38,-5.081894999492748e-58
13,139,0.007006498661699999,0.037057253709,-1.1304267039408599e-17,2.3349445225269769e-38,-5.849254417348457e-58
14,150,0.0066729245361000005,0.031443012894,-1.2188799634806749e-17,3.776994180286578e-38,6.726780618129174e-58
15,160,0.0062321887812,0.030738703947000002,-1.2928401186930924e-17,3.247950151470815e-38,-2.5038270336629877e-58
16,171,0.0059417398849,0.027601653936,-1.3782521429586755e-17,2.632523501766451e-38,5.854245982491369e-58
17,182,0.005767010254300001,0.030832440428999998,-1.443667170126859e-17,3.056887766823943e-38,-7.136623474720209e-58
18,193,0.0055883818071,0.027293431708999998,-1.526334492127271e-17,3.6972182622812414e-38,-5.347221630293728e-58
19,203,0.0051691807685,0.028632442633,-1.5933889944833607e-17,4.126472411644167e-38,-5.7473019426718455e-58
20,214,0.0050708301973,0.02588424968,-1.6761753566669057e-17,4.0549495325818136e-38,-1.8810748261088982e-57
21,225,0.0048247635653999995,0.025594781099,-1.7538276373092854e-17,3.964251378221835e-38,2.657018979841592e-57
22,235,0.004587940352399999,0.024832589736000003,-1.828545898217435e-17,4.078861987797276e-38,-1.6271811976449828e-57
23,246,0.0046807413902,0.024840379852,-1.8968409206120743e-17,5.187153288903436e-38,-2.2168297538242435e-57
24,257,0.004444897119600001,0.02263869086,-1.9863969988680118e-17,4.102256212238544e-38,5.797415408663408e-61
