,pressure_Pa,p/p0,fugacity_Pa,uptake,metastable_gas,metastable_liq
0,1.0,0.0002197873962310666,0.979242067610702,1.8852959597299102,,
1,23.85854992149465,0.0052438085650942275,23.363295755317573,3.5359219455601867,,
2,46.7170998429893,0.010267829733957389,45.74734944302444,3.702009439947526,,
3,69.57564976448396,0.01529185090282055,68.13140313073131,3.8529248164857233,,
4,92.4341996859786,0.02031587207168371,90.51545681843818,3.995260495900522,,
5,115.29274960747324,0.02533989324054687,112.89951050614505,4.13005810930029,,
6,138.1512995289679,0.030363914409410036,135.28356419385193,4.257937066772772,,
7,161.00984945046255,0.035387935578273196,157.6676178815588,4.379437260671364,,
8,183.8683993719572,0.04041195674713635,180.05167156926566,4.495083711452279,,
9,206.72694929345184,0.045435977915999515,202.43572525697252,4.605433951423772,,
10,229.58549921494648,0.05045999908486267,224.8197789446794,4.7111104526014795,,
11,252.44404913644115,0.055484020253725834,247.20383263238628,4.812796824950535,,
12,275.3025990579358,0.060508041422589004,269.58788632009316,4.911193238480255,,
13,298.16114897943044,0.06553206259145215,291.9719400078,5.006948753131864,,
14,321.01969890092516,0.07055608376031533,314.3559936955069,5.10059743991716,,
15,343.8782488224197,0.07558010492917848,336.7400473832137,5.192519308717691,,
16,366.7367987439144,0.08060412609804164,359.12410107092063,5.282933944346895,,
17,389.59534866540906,0.0856281472669048,381.50815475862754,5.371922525145994,,
18,412.4538985869037,0.09065216843576795,403.89220844633434,5.459466878396195,,
19,435.31244850839835,0.09567618960463112,426.27626213404125,5.545493049430281,,
20,458.17099842989296,0.10070021077349428,448.6603158217481,5.629909863757606,,
21,481.02954835138763,0.10572423194235744,471.04436950945495,5.7126376348879555,,
22,503.8880982728823,0.11074825311122061,493.42842319716186,5.793626359399517,,
23,526.7466481943769,0.11577227428008376,515.8124768848687,5.872865309651984,,
24,549.6051981158716,0.12079629544894693,538.1965305725756,5.950386785517094,,
25,572.4637480373663,0.1258203166178101,560.5805842602824,6.026266447831376,,
26,595.3222979588609,0.13084433778667323,582.9646379479893,6.100621802424929,,
27,618.1808478803555,0.1358683589555364,605.3486916356961,6.173609547702422,,
28,641.0393978018502,0.14089238012439959,627.732745323403,6.24542190010683,,
29,663.8979477233448,0.14591640129326272,650.11679901111,6.316281722529536,,
30,686.7564976448394,0.15094042246212588,672.5008526988167,6.386436239506452,,
31,709.6150475663342,0.15596444363098905,694.8849063865237,6.45614923632969,,
32,732.4735974878288,0.1609884647998522,717.2689600742306,6.525691828977759,,
33,755.3321474093234,0.16601248596871537,739.6530137619374,6.595332110908686,,
34,778.190697330818,0.1710365071375785,762.0370674496443,6.665324209726094,,
35,801.0492472523127,0.1760605283064417,784.4211211373512,6.735897510551112,,
36,823.9077971738074,0.18108454947530483,806.805174825058,6.807247008771292,,
37,846.7663470953022,0.18610857064416805,829.189228512765,6.879525915484006,,
38,869.6248970167967,0.1911325918130312,851.5732822004718,6.952841716471725,,
39,892.4834469382913,0.19615661298189432,873.9573358881786,7.027256843450061,,
40,915.3419968597859,0.2011806341507575,896.3413895758855,7.102794939599143,,
41,938.2005467812807,0.20620465531962065,918.7254432635924,7.179453418616479,,
42,961.0590967027753,0.2112286764884838,941.1094969512992,7.25722271687193,,
43,983.9176466242699,0.21625269765734698,963.4935506390061,7.336112479034239,,
44,1006.7761965457646,0.22127671882621014,985.877604326713,7.41618512838869,,
45,1029.6347464672592,0.2263007399950733,1008.2616580144198,7.497598178824048,,
46,1052.4932963887538,0.23132476116393644,1030.6457117021266,7.5806587540499235,,
47,1075.3518463102484,0.2363487823327996,1053.0297653898335,7.66589801693429,,
48,1098.2103962317433,0.24137280350166282,1075.4138190775407,7.754181445584166,,
49,1121.068946153238,0.24639682467052595,1097.7978727652473,7.846886984446656,,48.982919944480635
50,1143.9274960747325,0.2514208458393891,1120.1819264529543,7.946214857620665,,41.72962681554979
51,1166.7860459962271,0.25644486700825225,1142.5659801406612,8.055756336612669,,52.40317933043261
52,1189.6445959177217,0.26146888817711544,1164.9500338283679,8.181595251794489,,53.666351550489004
53,1212.5031458392164,0.2664929093459786,1187.3340875160748,54.17804624428479,8.33410533990982,
54,1235.361695760711,0.2715169305148417,1209.7181412037817,54.59532292047331,8.531633730954278,
55,1258.2202456822058,0.2765409516837049,1232.1021948914886,54.98501523762895,8.805387313744728,
56,1281.0787956037004,0.2815649728525681,1254.4862485791955,55.357318064530624,9.201609583312683,
57,1303.937345525195,0.28658899402143123,1276.8703022669024,55.709210240900404,9.764045942119068,
58,1326.7958954466897,0.29161301519029437,1299.254355954609,56.0352627857107,10.48807068493148,
59,1349.6544453681843,0.29663703635915756,1321.638409642316,56.33170983017852,,
60,1372.5129952896789,0.3016610575280207,1344.022463330023,56.597720336535154,,
61,1395.3715452111737,0.3066850786968839,1366.4065170177298,56.8351073924876,,
62,1418.2300951326683,0.3117090998657471,1388.7905707054367,57.04737109354823,,
63,1441.088645054163,0.3167331210346102,1411.1746243931436,57.2387188537094,,
64,1463.9471949756576,0.32175714220347335,1433.5586780808503,57.41336338349286,,
65,1486.8057448971522,0.3267811633723365,1455.9427317685572,57.5751368155349,,
66,1509.6642948186468,0.33180518454119967,1478.3267854562641,57.72734149463429,,
67,1532.5228447401414,0.3368292057100628,1500.7108391439708,57.872740219337864,,
68,1555.3813946616363,0.341853226878926,1523.094892831678,58.01361212291487,,
69,1578.2399445831309,0.3468772480477892,1545.4789465193849,58.15182952313436,,
70,1601.0984945046255,0.3519012692166523,1567.8630002070915,58.288933024113845,,
71,1623.95704442612,0.35692529038551546,1590.2470538947985,58.4261954297437,,
72,1646.8155943476147,0.36194931155437865,1612.6311075825054,58.56467181575425,,
73,1669.6741442691093,0.3669733327232418,1635.015161270212,58.70523588867575,,
74,1692.5326941906042,0.371997353892105,1657.3992149579192,58.84860338738063,,
75,1715.3912441120988,0.3770213750609681,1679.783268645626,58.995342997327576,,
76,1738.2497940335934,0.3820453962298313,1702.1673223333328,59.1458748994341,,
77,1761.108343955088,0.38706941739869444,1724.5513760210397,59.3004572813634,,
78,1783.9668938765826,0.3920934385675576,1746.9354297087466,59.459162305095184,,
79,1806.8254437980772,0.39711745973642076,1769.3194833964533,59.62184524801882,,
80,1829.6839937195718,0.4021414809052839,1791.7035370841602,59.78811345060392,,
81,1852.5425436410667,0.4071655020741471,1814.0875907718673,59.957304400533936,,
82,1875.4010935625613,0.4121895232430103,1836.471644459574,60.12848344270859,,
83,1898.259643484056,0.4172135444118734,1858.855698147281,60.30046996667764,,
84,1921.1181934055505,0.42223756558073655,1881.2397518349878,60.47189598883099,,
85,1943.9767433270451,0.42726158674959974,1903.6238055226945,60.64129366694076,,
86,1966.8352932485398,0.4322856079184629,1926.0078592104014,60.807200661601904,,
87,1989.6938431700346,0.43730962908732607,1948.3919128981086,60.968267129045046,,
88,2012.5523930915292,0.4423336502561892,1970.7759665858152,61.1233474567191,,
89,2035.4109430130238,0.4473576714250524,1993.1600202735222,61.271563817272785,,
90,2058.2694929345184,0.45238169259391553,2015.544073961229,61.41233556519429,,
91,2081.128042856013,0.45740571376277867,2037.9281276489357,61.5453758680942,,
92,2103.9865927775077,0.46242973493164186,2060.312181336643,61.67066251901033,,
93,2126.8451426990023,0.467453756100505,2082.6962350243493,61.78839253965017,,
94,2149.703692620497,0.4724777772693681,2105.0802887120562,61.898930111576256,,
95,2172.5622425419915,0.4775017984382313,2127.464342399763,62.002755481363,,
96,2195.4207924634866,0.48252581960709456,2149.8483960874705,62.10041986327057,,
97,2218.279342384981,0.4875498407759577,2172.2324497751774,62.19250885185276,,
98,2241.137892306476,0.49257386194482083,2194.6165034628843,62.279614914142236,,
99,2263.9964422279704,0.497597883113684,2217.000557150591,62.36231827911138,,
100,2286.854992149465,0.5026219042825472,2239.3846108382977,62.44117489753611,,
101,2309.7135420709596,0.5076459254514103,2261.7686645260046,62.51670994123153,,
102,2332.5720919924543,0.5126699466202734,2284.1527182137115,62.589415376769836,,
103,2355.430641913949,0.5176939677891366,2306.5367719014184,62.65975034947446,,
104,2378.2891918354435,0.5227179889579998,2328.9208255891253,62.72814335759879,,
105,2401.147741756938,0.527742010126863,2351.304879276832,62.794995430476256,,
106,2424.0062916784327,0.5327660312957261,2373.6889329645387,62.86068372283352,,
107,2446.8648415999273,0.5377900524645892,2396.0729866522456,62.92556509193732,,
108,2469.723391521422,0.5428140736334524,2418.4570403399525,62.98997933703742,,
109,2492.581941442917,0.5478380948023156,2440.84109402766,63.05425185781661,,
110,2515.4404913644116,0.5528621159711787,2463.225147715367,63.11869553915641,,
111,2538.2990412859062,0.557886137140042,2485.6092014030733,63.18361170230901,,
112,2561.157591207401,0.5629101583089051,2507.99325509078,63.249289986243205,,
113,2584.0161411288955,0.5679341794777683,2530.377308778487,63.31600704652595,,
114,2606.87469105039,0.5729582006466314,2552.761362466194,63.384023990308606,,
115,2629.7332409718847,0.5779822218154945,2575.145416153901,63.453582512832675,,
116,2652.5917908933793,0.5830062429843577,2597.529469841608,63.52489976911957,,
117,2675.450340814874,0.5880302641532209,2619.9135235293143,63.598162108377416,,
118,2698.3088907363685,0.593054285322084,2642.297577217021,63.67351791747004,,
119,2721.167440657863,0.5980783064909472,2664.681630904728,63.7510699581635,,
120,2744.0259905793578,0.6031023276598103,2687.065684592435,63.83086772782968,,
121,2766.8845405008524,0.6081263488286734,2709.449738280142,63.91290050462595,,
122,2789.7430904223474,0.6131503699975367,2731.8337919678493,63.997091829795956,,
123,2812.601640343842,0.6181743911663998,2754.2178456555557,64.08329620293131,,
124,2835.4601902653367,0.6231984123352631,2776.6018993432626,64.17129869578278,,
