,pressure_Pa,p/p0,fugacity_Pa,uptake,metastable_gas
0,1.0,0.0002197873962310666,0.979242067610702,0.11666874401221257,
1,23.85854992149465,0.0052438085650942275,23.363295755317573,1.9538383223534375,
2,46.7170998429893,0.010267829733957389,45.74734944302444,2.947267177208204,
3,69.57564976448396,0.01529185090282055,68.13140313073131,3.5680944855068013,
4,92.4341996859786,0.02031587207168371,90.51545681843818,3.9790535027036156,
5,115.29274960747324,0.02533989324054687,112.89951050614505,4.256826435877142,
6,138.1512995289679,0.030363914409410036,135.28356419385193,4.463221959975377,
7,161.00984945046255,0.035387935578273196,157.6676178815588,4.636744345116969,
8,183.8683993719572,0.04041195674713635,180.05167156926566,4.794950405495903,
9,206.72694929345184,0.045435977915999515,202.43572525697252,4.94467218243644,
10,229.58549921494648,0.05045999908486267,224.8197789446794,5.088375001047141,
11,252.44404913644115,0.055484020253725834,247.20383263238628,5.226968414951178,
12,275.3025990579358,0.060508041422589004,269.58788632009316,5.360864834101051,
13,298.16114897943044,0.06553206259145215,291.9719400078,5.490329704715183,
14,321.01969890092516,0.07055608376031533,314.3559936955069,5.615583520206049,
15,343.8782488224197,0.07558010492917848,336.7400473832137,5.736827933612101,
16,366.7367987439144,0.08060412609804164,359.12410107092063,5.854251739250592,
17,389.59534866540906,0.0856281472669048,381.50815475862754,5.9680323692630814,
18,412.4538985869037,0.09065216843576795,403.89220844633434,6.078336634697018,
19,435.31244850839835,0.09567618960463112,426.27626213404125,6.185321404638043,
20,458.17099842989296,0.10070021077349428,448.6603158217481,6.289134284838874,
21,481.02954835138763,0.10572423194235744,471.04436950945495,6.3899142725929075,
22,503.8880982728823,0.11074825311122061,493.42842319716186,6.487792373940642,
23,526.7466481943769,0.11577227428008376,515.8124768848687,6.582892184627439,
24,549.6051981158716,0.12079629544894693,538.1965305725756,6.675330448841238,
25,572.4637480373663,0.1258203166178101,560.5805842602824,6.765217623170215,
26,595.3222979588609,0.13084433778667323,582.9646379479893,6.852658490298211,
27,618.1808478803555,0.1358683589555364,605.3486916356961,6.937752888313304,
28,641.0393978018502,0.14089238012439959,627.732745323403,7.0205966453169495,
29,663.8979477233448,0.14591640129326272,650.11679901111,7.101282831652354,
