,temperature_K,ref,1200,60,24,12
0,298,528.3597718320156,528.3597718320156,528.3597718320156,528.3597718320156,528.3597718320156
1,303,513.3606989159632,511.1032173280081,513.3011777726438,514.622951549572,518.026672059068
2,308,5.105232906467298,1.455800774169342,9.260571317464931,23.57455390450783,51.96598647393392
3,313,5.31370155509661,0.8122191788159445,8.599710573769027,22.486093973249687,50.46930020866048
4,318,4.109421195542112,0.5680031960300829,7.980459331095645,21.270029094261975,48.73328732594761
5,323,3.5084353774919714,0.43142149496936505,7.348192495375031,19.931591888620623,46.72523419390074
6,333,3.0553043554457777,0.2743870062305093,6.04537492043786,16.992952485009596,41.93019424391622
7,343,2.5784954455609137,0.1857309691443227,4.787008509229332,13.94153041744498,36.32874565376982
