,temperature_K,ref,745,37,15,7
0,298,35.217079956075025,35.217079956075025,35.217079956075025,35.217079956075025,35.217079956075025
1,303,34.49744914733321,34.418706269062184,34.5210163610906,34.64276889977396,34.79257147828632
2,308,33.66903443809192,33.532279417199796,33.73667901655777,33.77962895570635,33.90760588866427
3,313,32.465809282540725,32.39728838919869,32.42428387818961,32.512005244273915,32.97788252519239
4,318,31.003891640128774,30.87314546295867,30.764964992625153,30.943030817978638,31.313585324904334
5,323,28.493210980517,28.274979949168298,28.3919373393017,28.434998763356948,28.134852625618663
6,333,12.512486134126778,11.579839667612243,11.42889884845327,11.596449441602523,12.999784109476932
7,343,7.633691063124669,7.318689472397377,7.402246204518503,7.395422925949082,5.7066152168493804
