macrostate,P_up,P_down,term_1,term_2
0,0.054096633518,0.0,0.0,0.0
10,0.0089709187851,0.034287295331,-5.97331363059387e-19,3.629245327167637e-39
20,0.0058067071441000005,0.027721415976999998,-1.2314703042374637e-18,4.4541005885052846e-39
30,0.0048858274139,0.024841780509000003,-1.87512559690035e-18,7.582691248517482e-39
40,0.0040312928109,0.021690614427999997,-2.5293317276015996e-18,9.02392268513793e-39
50,0.0037296691739,0.020662697031000002,-3.143667530157232e-18,8.567032650966659e-39
60,0.0031777608359,0.016654854457,-3.8224409898451505e-18,1.3339646801636586e-38
70,0.0029882619243,0.017205881553,-4.4872355340509644e-18,1.2534206116814348e-38
80,0.0029324193248,0.01780416427,-5.069880346372732e-18,1.4596929326818312e-38
90,0.0026269584989000003,0.012119327498000002,-5.816693624141933e-18,1.261996623103527e-38
100,0.002577240771,0.013459610943,-6.408495810892918e-18,2.609090717750694e-38
110,0.0023240481565,0.011405214225000002,-7.006640225986678e-18,1.9882247126578762e-38
120,0.0020913609461,0.014122600700999998,-7.621306825580487e-18,3.4689270589504115e-38
130,0.0022140835523,0.010824621607999999,-8.322083579132983e-18,2.3699803898681104e-38
140,0.0022447630801,0.011301726248,-8.895020622733446e-18,1.979882669979718e-38
150,0.0020306047957999998,0.010698682449,-9.642291357928031e-18,2.107724820644982e-38
160,0.0019514144932000002,0.011233361395,-1.0243151711505957e-17,3.4770828587083705e-38
170,0.0018847297834,0.010666602498000001,-1.0938006784747311e-17,2.3291368109590813e-38
180,0.0017182090665999999,0.010554539768,-1.1811887227178277e-17,4.387453108311198e-38
190,0.0020739657839,0.009239345190799999,-1.224973692173262e-17,3.51910829434587e-38
200,0.0017938679801,0.010341903877,-1.285721692792768e-17,3.9640304703505206e-38
210,0.0016735269982000001,0.0095577915823,-1.3587079262567397e-17,5.003512801283009e-38
220,0.0014974466021999999,0.0087625691511,-1.4422376727353073e-17,4.4125804071558247e-38
230,0.0019268012364,0.008875285394299999,-1.4675248102387972e-17,3.6881632032886844e-38
240,0.0017143909139000003,0.009692394625200001,-1.554812220501535e-17,3.4114418830034427e-38
250,0.0018617690782999998,0.0094722034417,-1.6120153874087852e-17,5.054736001727361e-38
260,0.0015839594613,0.0084395946793,-1.692541463150141e-17,5.071305601403264e-38
270,0.0019710934806,0.009161172992799999,-1.7083123005355183e-17,4.4504622880186887e-38
280,0.0019691409589,0.0095034496245,-1.7881693458402164e-17,4.741610112347919e-38
290,0.0018762936382,0.0086198313666,-1.858213795517087e-17,4.816190293719841e-38
300,0.0018954944262000002,0.007964964919099999,-1.916110999159358e-17,4.358284283139897e-38
310,0.0019331535707999999,0.0087933117886,-1.986191666619779e-17,5.158939020456528e-38
320,0.0017489334715,0.0070886570502,-2.0756388130049046e-17,8.584865704171458e-38
330,0.0018697452045000002,0.007624469470499999,-2.1366276373551723e-17,4.4387643518552555e-38
340,0.0018043617520999999,0.0075210876128,-2.1859236010585656e-17,7.825161668001013e-38
350,0.0017846762374,0.007240170970300001,-2.274245434829881e-17,6.43781079124081e-38
360,0.0018355195985,0.0071696057378,-2.3269869830076577e-17,6.407298287860081e-38
370,0.0020083364054000004,0.0070922283363,-2.3625058171705028e-17,7.28880688022494e-38
380,0.0019220631282999999,0.007542506914399999,-2.4336631812244258e-17,7.13687281499493e-38
390,0.0017670547994000003,0.0073987305307000005,-2.5241206025672727e-17,1.2609097688349091e-37
400,0.0018821022323,0.0078234337587,-2.5772325289519075e-17,9.022378381752349e-38
410,0.0018496126845000001,0.0068324675334,-2.6605424615339516e-17,9.969964087748682e-38
420,0.0017409395084,0.006733047439100001,-2.718087347331211e-17,8.625265486648151e-38
430,0.0019130367252999999,0.0071323462406,-2.778721145165717e-17,9.118497251592653e-38
440,0.0017558645157,0.006763426432300001,-2.847077552219288e-17,8.417052152993772e-38
450,0.0020127529386,0.0073697437365,-2.909018749952936e-17,1.095286843120427e-37
460,0.0016592903025000002,0.0063394772383,-3.011920801844478e-17,1.175659137491935e-37
