,macrostate,P_up,P_down,term_1,term_2,term_3
35,35,0.040496525,0.0002239402,-3.8537603439816265e-18,2.5513807201041537e-39,-2.7545180429759824e-59
36,36,0.0399275525,0.0001018911,-3.974362120117351e-18,2.5799369216588398e-39,-2.8623584345511586e-59
37,37,0.0389306034,0.0001279213,-4.0761758268537705e-18,2.976980381894923e-39,-5.9928569663928e-59
38,38,0.0383729605,0.0002486815,-4.175973129534883e-18,3.1054835364879146e-39,-3.46491266249672e-59
39,39,0.0374631537,8.43672e-05,-4.299478154857791e-18,2.7769429609447738e-39,-4.777475878013644e-59
40,40,0.0369926033,3.16675e-05,-4.4173182326923636e-18,2.94172836020841e-39,-4.713803363788681e-59
41,41,0.0361524866,0.0001374022,-4.510773166385869e-18,2.8042523488785286e-39,-1.253244145749765e-59
42,42,0.0354221119,0.0002954796,-4.61253268274274e-18,3.5854156476970605e-39,-2.2098590772256345e-59
43,43,0.0349612912,0.0002457028,-4.725907391198853e-18,3.1746440726394956e-39,-2.164239250061184e-59
44,44,0.0344064477,0.0002968689,-4.835958774486935e-18,3.518633414234066e-39,-3.728250221831861e-59
45,45,0.033743861,0.0002687106,-4.959467700174663e-18,3.8646966167744947e-39,-3.9096163903728487e-59
46,46,0.0331005627,0.0007458683,-5.0114431217792135e-18,4.6458120727813114e-39,-5.953355839336539e-59
47,47,0.0323510462,0.0002286243,-5.17837806090141e-18,4.146254361394699e-39,-7.694222238123359e-59
48,48,0.0318215482,0.0005559159,-5.244890042210388e-18,6.90915452751751e-39,-3.0143830136065633e-58
49,49,0.0313293468,0.000944585,-5.326222594611045e-18,4.312849979681585e-39,-4.030298764112358e-59
50,50,0.0307980229,0.0008181187,-5.430562726330155e-18,4.999503170487015e-39,-8.261718981053985e-59
51,51,0.0302636259,0.0019019783,-5.453097046862332e-18,4.9515001133186614e-39,-8.784675582288672e-59
52,52,0.029846933,0.0020217058,-5.554027394170703e-18,5.3570316730141935e-39,-1.21853944769319e-58
53,53,0.0293336049,0.0023209119,-5.637134094371166e-18,6.523947137743152e-39,-3.50494838987172e-58
54,54,0.0289035858,0.0021321221,-5.734582832661425e-18,4.8205664931609296e-39,-9.328957213195918e-59
55,55,0.0281434842,0.0023311033,-5.806880485189786e-18,4.22461688920704e-39,-2.9684900667506357e-59
56,56,0.02768859,0.002772242,-5.886801944484191e-18,4.465943256179205e-39,-6.1994781196691375e-59
57,57,0.0275189443,0.0034387297,-5.945702098156806e-18,4.866412216955664e-39,-4.122047348037631e-59
58,58,0.0270935048,0.00323573,-6.02753692730082e-18,4.763418916863542e-39,-6.555980897071849e-59
59,59,0.026227759,0.003346334,-6.095638170091711e-18,4.3808682547566455e-39,-3.5918908511596535e-59
60,60,0.0260655141,0.0039798009,-6.165318330227444e-18,5.5886111019557994e-39,-8.724114152134885e-59
61,61,0.025680103,0.004808932,-6.221073924022684e-18,5.395051192177573e-39,-9.64643229468696e-59
62,62,0.0250483042,0.0049525713,-6.306260864473954e-18,4.977046084373215e-39,-7.930156186603347e-59
63,63,0.0249232644,0.0057206372,-6.368095372207108e-18,5.253873516244163e-39,-6.733551578957491e-59
64,64,0.0244142681,0.005592567,-6.4544660972444325e-18,6.616185779954585e-39,-9.2338757095496e-59
65,65,0.0240995052,0.0056097122,-6.515704595941921e-18,5.171878580280277e-39,-5.011108744818156e-59
66,66,0.0234049582,0.0056316632,-6.619772943209771e-18,6.031583766617092e-39,-1.0850979817566023e-58
67,67,0.0235326758,0.0063187048,-6.673429454051873e-18,6.411992096915842e-39,-8.98053025889658e-59
68,68,0.0225394314,0.0058400889,-6.7547561301476946e-18,6.915887252516263e-39,-8.901312047966795e-59
69,69,0.0224814512,0.0061114549,-6.847508997619949e-18,5.7415016635280685e-39,-7.7287576645510185e-59
70,70,0.0220517758,0.0065526371,-6.917690905071379e-18,5.974517408011174e-39,-7.538368747362734e-59
71,71,0.0218329571,0.0064205441,-6.991538830179037e-18,7.115035139318742e-39,-1.4234714969227689e-59
72,72,0.0216781012,0.0078036534,-7.025290139111277e-18,6.777554398163779e-39,-6.693560376935877e-59
73,73,0.0213101069,0.0076767063,-7.089236864174314e-18,5.5938467248054337e-39,-5.558607789946557e-59
74,74,0.0208621111,0.0081964102,-7.174174619518462e-18,6.854623639760357e-39,-9.902055910406711e-59
75,75,0.0200488345,0.0062720433,-7.313551886236104e-18,5.091304902383525e-39,-4.45592598945946e-59
76,76,0.0197871146,0.0072243414,-7.3785832498372e-18,6.574592027742336e-39,-8.737491455450126e-59
77,77,0.0200035493,0.0083454592,-7.413684182753789e-18,6.735390680272286e-39,-6.757533980562437e-59
78,78,0.0195218542,0.0081503563,-7.502574255248944e-18,6.294272845153992e-39,-3.9825986026087464e-59
79,79,0.0198259458,0.0100409024,-7.4804182711237e-18,7.021546918789253e-39,-4.544812749327328e-59
80,80,0.018588516,0.0075540542,-7.673287460338887e-18,6.460725062306842e-39,-7.12604605711095e-59
81,81,0.0188355809,0.0083962525,-7.699849682865954e-18,8.018899026879108e-39,-3.4629612840741563e-59
82,82,0.0197511818,0.0102262625,-7.665367896141206e-18,8.11927345354741e-39,-2.1322739847060817e-58
83,83,0.0185605777,0.0095568726,-7.803745495538477e-18,9.17164220739773e-39,-1.267112054092367e-58
84,84,0.0178163616,0.0097464267,-7.909918959610255e-18,8.503999818784758e-39,-3.308913823280921e-59
85,85,0.0181310451,0.0102156013,-7.938712162865174e-18,7.231387448253667e-39,-4.227313999320904e-59
86,86,0.0175734649,0.0096463688,-8.056923067437396e-18,7.910057598513599e-39,-3.3427357149767552e-59
87,87,0.0178461717,0.0106156948,-8.064256828860636e-18,1.016578157794974e-38,-3.327214264408585e-58
88,88,0.0173209233,0.0093607992,-8.191948585920096e-18,7.09352004576705e-39,-2.5908543356417586e-59
89,89,0.0169395428,0.0100425415,-8.263666530382798e-18,8.932943884441874e-39,-7.318670522576657e-59
90,90,0.0163215691,0.0105853052,-8.344951369781598e-18,8.614801132441761e-39,-1.844445856219357e-58
91,91,0.016402514,0.0095633446,-8.461973598862683e-18,8.437984902246193e-39,-1.288584899320509e-58
92,92,0.0164788275,0.0104607744,-8.48762539459535e-18,9.826806358675178e-39,-6.575624884815119e-59
93,93,0.0165057952,0.0101485211,-8.542852443913836e-18,9.021611103540777e-39,-1.537032377216653e-58
94,94,0.0152453762,0.0101525039,-8.692709570076353e-18,7.795062957981545e-39,-7.265950403255169e-59
95,95,0.0168675104,0.0114825309,-8.612102024146614e-18,9.127059786583875e-39,-1.4821055546208905e-58
96,96,0.0153699518,0.0105947415,-8.805609812450688e-18,8.296484103107384e-39,-5.356829492861376e-59
97,97,0.0158956136,0.0107770139,-8.818907590897782e-18,1.0841986618148485e-38,-1.571717027225205e-59
98,98,0.0154748735,0.0112487846,-8.889526804481636e-18,9.240111474494483e-39,-7.3396390488100556e-59
99,99,0.0154961282,0.0109599168,-8.956452958316836e-18,9.356457569572189e-39,-8.545263345178666e-59
100,100,0.0147891368,0.0112969475,-9.088356729975078e-18,1.0852830860094269e-38,-6.526745203584143e-59
101,101,0.0155643217,0.0124762729,-9.031761687315402e-18,1.0243669122255978e-38,-1.0076551787212897e-58
102,102,0.0148963493,0.0112120655,-9.205265586374848e-18,1.0260451769262053e-38,-1.824433262069077e-58
103,103,0.0150826866,0.0119540362,-9.227068993685642e-18,1.061396807819462e-38,-2.7648391621467078e-58
104,104,0.0152408321,0.0111403725,-9.291737043379373e-18,1.2099287235766323e-38,-2.600380389258222e-58
105,105,0.0154653172,0.0121707587,-9.315526950920071e-18,1.3353753850572118e-38,3.2991709630576774e-59
106,106,0.0149909294,0.0124377011,-9.410283793367617e-18,1.0892671015726141e-38,-1.0343203236018142e-58
107,107,0.0149839226,0.0100647723,-9.549352361994572e-18,1.3084981211892506e-38,-3.3882204401329135e-58
108,108,0.0146169979,0.011424551,-9.570219477764138e-18,1.1728597800000855e-38,1.6890970131422842e-59
109,109,0.0143612802,0.0116736232,-9.65243571709396e-18,1.218728391489415e-38,4.059264350026765e-59
110,110,0.0142875886,0.0112010299,-9.770231432352273e-18,1.1699493836337457e-38,6.842213783310993e-59
111,111,0.0136850824,0.0117874547,-9.833942154355032e-18,1.1818340560210078e-38,-1.7694465513684193e-58
112,112,0.013970569,0.0108192455,-9.880721932210908e-18,1.0777268499346724e-38,-1.8504549450532394e-58
113,113,0.0137254634,0.0114873229,-9.969160022407197e-18,1.0919192169825847e-38,1.4604164336977458e-60
114,114,0.0151920222,0.0095507275,-1.0042059395332447e-17,1.7653937128254828e-38,1.5374786849487204e-58
115,115,0.0140989446,0.0100049354,-1.018124032524495e-17,1.285204157211267e-38,-5.389557783970965e-59
116,116,0.0146901522,0.0114024698,-1.0123347367610657e-17,2.0660173538011055e-38,9.268521669650368e-59
117,117,0.0149682689,0.0101220407,-1.0241700230887643e-17,1.2783505587933632e-38,-1.2026210452476791e-58
118,118,0.0145593307,0.0107957857,-1.026952838772425e-17,1.3747515265814004e-38,-7.351304604064725e-59
119,119,0.0132762559,0.0109499289,-1.0441619804238622e-17,1.9313821055877647e-38,9.928162545221947e-58
120,120,0.0137691775,0.0115725801,-1.0421586031024603e-17,1.1674406158832722e-38,4.372754806649302e-59
121,121,0.0137458101,0.0097557479,-1.0590189646412877e-17,1.468645026863402e-38,-5.882131215242369e-58
122,122,0.0142137666,0.0107398523,-1.0577087558400878e-17,1.4936570891688947e-38,1.527194173483991e-58
123,123,0.0133810137,0.0124229832,-1.0633673564166683e-17,1.1786944299240915e-38,-2.1841276167741063e-58
124,124,0.0137837517,0.0108226812,-1.0699360782708969e-17,1.5661379763351988e-38,-2.3854283067353325e-58
125,125,0.0140308374,0.0110692761,-1.0788650215280788e-17,2.2265468945388045e-38,-5.634734457747366e-58
126,126,0.013340599,0.0112433296,-1.0882508394450451e-17,1.488004832622702e-38,4.029127604764046e-59
127,127,0.0130013515,0.0116100753,-1.0948611792019452e-17,1.4926517117735888e-38,-5.709911240871342e-59
128,128,0.0131531859,0.011693505,-1.1002924145365702e-17,1.9315587830027292e-38,-1.0766604455318347e-57
129,129,0.0137855708,0.0106970249,-1.1064559033427143e-17,1.5485708061338787e-38,-1.715144162452218e-58
130,130,0.0131484577,0.0103165591,-1.1201843957661982e-17,1.7095137687527557e-38,9.48325219226977e-59
131,131,0.0132504632,0.0114349875,-1.1215363998262614e-17,1.6414741815821732e-38,9.875092224069678e-60
132,132,0.0127284654,0.0105663144,-1.136580015605824e-17,1.6276802131791905e-38,-5.4312103553894944e-58
133,133,0.0127039248,0.0099291691,-1.1469668021144064e-17,1.765447458178802e-38,-1.945941051301269e-58
134,134,0.013379216,0.0109256577,-1.1394599527879374e-17,1.8430549693806143e-38,-2.005436824650785e-58
135,135,0.01271153,0.0098548456,-1.1568818146424377e-17,1.328567251874466e-38,-3.0895743270471845e-58
136,136,0.0135321353,0.0081560184,-1.1721184154290636e-17,2.1396387503850345e-38,-7.31016810984076e-58
137,137,0.0130674159,0.0093890513,-1.1732846420970424e-17,4.421612827942474e-38,-5.492814971866664e-58
138,138,0.012685963,0.0107854699,-1.1771832192423475e-17,1.6209535452939056e-38,-7.741670616110566e-59
139,139,0.012699571,0.0092272608,-1.1921602261247998e-17,1.5402941359930288e-38,-1.709310008402579e-58
140,140,0.0128579877,0.0100111832,-1.1903403358023426e-17,1.532818864806828e-38,-7.709954460627942e-59
141,141,0.0124157579,0.0097202464,-1.2095602669681243e-17,2.0711681914213582e-38,-6.080856767053615e-58
142,142,0.0120056216,0.0092998117,-1.2136991795683699e-17,1.628388497856528e-38,-3.474354614293799e-58
143,143,0.0127725497,0.0091695083,-1.2190514003460116e-17,2.666297960939413e-38,2.732845890969506e-58
144,144,0.0131254444,0.0092640444,-1.2214940387513574e-17,2.6386129838855085e-38,-4.628830380578109e-58
145,145,0.0122693401,0.009157388,-1.2382579519190233e-17,2.0425818786854727e-38,-3.923892768206352e-58
146,146,0.0132233787,0.0089796739,-1.233608983515971e-17,2.0122491132726428e-38,-1.0146121228636606e-57
147,147,0.0123255237,0.0092870051,-1.2479224421577153e-17,1.5251264585020996e-38,3.105790220345757e-60
148,148,0.0130790126,0.0094962258,-1.2517424800361451e-17,1.6658715346913657e-38,-3.513520282519008e-59
149,149,0.012296271,0.0092991491,-1.267348764955664e-17,1.7477907189472248e-38,-1.816402772480064e-58
150,150,0.0117107908,0.0090558836,-1.2803382050118874e-17,1.6415914929329584e-38,-1.7732769842263458e-58
151,151,0.0125693737,0.0093354572,-1.2737913748327162e-17,1.735249142243298e-38,-3.2861908795589505e-58
152,152,0.0121821414,0.0087983716,-1.2883095010419518e-17,3.204070240980092e-38,1.520389338253134e-57
153,153,0.0120671256,0.0108379663,-1.288480227594289e-17,1.8631518422131624e-38,9.593233255131098e-60
154,154,0.0120828077,0.0084322229,-1.3066444192384647e-17,2.280746463627409e-38,5.5619503310374724e-58
155,155,0.011950736,0.0080422278,-1.3154211826200733e-17,1.8024082333018645e-38,-8.511221055108833e-59
156,156,0.0122384724,0.0095407531,-1.3116308535615826e-17,1.6534164787958289e-38,-3.652821778771795e-58
157,157,0.0122856807,0.0090376405,-1.3261636315811505e-17,2.644378522598239e-38,-1.0965388539887623e-57
158,158,0.0118196911,0.0092718074,-1.3315708156722095e-17,1.8724041043396491e-38,-2.486747545836459e-58
159,159,0.0121442267,0.0091117841,-1.3320859750919606e-17,1.8300107216353184e-38,-5.614463348099348e-59
160,160,0.0119613306,0.0082066372,-1.3390385477969526e-17,2.318685355669133e-38,7.439183776271799e-58
161,161,0.0118217449,0.0086523093,-1.3519983002564592e-17,1.7264590769027203e-38,1.533064628432463e-58
162,162,0.011851416,0.0081362338,-1.3678763956043555e-17,3.318105005030199e-38,-2.893611725409909e-57
163,163,0.0113174568,0.0078785329,-1.3806189577113285e-17,2.3103404419808916e-38,-1.9084096088208466e-58
164,164,0.0114284541,0.0078390023,-1.3829329135788177e-17,2.0391635991716887e-38,2.6540378401591646e-59
165,165,0.0116371912,0.0099205351,-1.3674311319511456e-17,1.824477516510233e-38,-3.218632812522025e-58
166,166,0.0112740693,0.0089005867,-1.394230237904073e-17,2.905010669063468e-38,5.359815107650754e-58
167,167,0.010980328,0.0092628464,-1.3984018516076936e-17,2.0505521125847814e-38,-3.9479081113940144e-59
168,168,0.0115385982,0.0095271024,-1.4041297200530845e-17,2.1191371247152228e-38,-6.845763665062646e-58
169,169,0.0112744542,0.0078900272,-1.4237696788633376e-17,1.8068146119246323e-38,-3.012865611549831e-58
170,170,0.0108155594,0.0087535369,-1.4229055099321116e-17,1.9718254556323957e-38,3.357792499134806e-58
171,171,0.0113872127,0.0074707037,-1.4347649303894512e-17,2.2559266715670858e-38,-4.424788927002801e-58
172,172,0.0115510623,0.0068849575,-1.4417141223725674e-17,3.456013872386545e-38,-4.1439391642538254e-58
173,173,0.0116143833,0.0080496264,-1.4446835068229075e-17,2.150741034391201e-38,-2.6799039901343976e-58
174,174,0.0113478217,0.0095777836,-1.4367438628024862e-17,2.0360839856657676e-38,2.9858384771366525e-59
175,175,0.0113118904,0.0088059588,-1.448887163068326e-17,2.8178627092636373e-38,1.5910639589426282e-57
176,176,0.0120313003,0.0066531581,-1.4809945556616718e-17,3.536603378077316e-38,-1.69596768926511e-57
177,177,0.0112859298,0.0092272027,-1.4657461042309294e-17,1.8193922638661114e-38,-2.30947493705722e-58
178,178,0.0112413666,0.0083191809,-1.4834024539360672e-17,3.047896647526261e-38,-1.5085258299668288e-57
179,179,0.0106279771,0.00805021,-1.491163998149518e-17,2.4807522566456844e-38,-5.697189260643407e-58
180,180,0.0103677493,0.0075712276,-1.5100904134743847e-17,2.1515285493488318e-38,-4.53022855783586e-58
181,181,0.0107055654,0.008874342,-1.5077211370230888e-17,2.3554250587169086e-38,-5.283363385390131e-58
182,182,0.0110355386,0.0066037421,-1.5142325559211624e-17,2.050127417636349e-38,-3.704062962482672e-58
183,183,0.0109672908,0.0077473603,-1.5215792890267853e-17,2.542758001433456e-38,-1.5880572770190412e-57
184,184,0.010115416,0.007104532,-1.5469252277680345e-17,2.1998730590052056e-38,-1.2075537479508606e-57
185,185,0.0107567749,0.0083670543,-1.5319288146271065e-17,2.423503867745278e-38,-9.073731074553406e-58
186,186,0.0110859421,0.0085775538,-1.5298711203816192e-17,2.3008919218891906e-38,-5.05578392511724e-58
187,187,0.0105830064,0.0085146737,-1.5513119631248662e-17,3.0890777611751763e-38,-2.1824691229912293e-58
188,188,0.0109970555,0.0075871435,-1.5609427478286487e-17,2.679639047156469e-38,9.856950108591798e-58
189,189,0.0106939275,0.007820603,-1.5830278906941158e-17,2.244585764942944e-38,-6.446508030792146e-58
190,190,0.0107289902,0.0071760039,-1.577518034697398e-17,4.746004727895856e-38,-1.2746234295904425e-57
191,191,0.0102494248,0.0084117155,-1.5881490971313076e-17,2.2006058062556334e-38,9.528183317407954e-58
192,192,0.0107330155,0.0084526956,-1.5765183922482782e-17,3.487046864108217e-38,-2.1634161344003726e-57
193,193,0.0100970509,0.0074220286,-1.602953188163662e-17,1.8756986195591417e-38,2.6273995896967183e-59
194,194,0.0098894306,0.0077878673,-1.6175132620533133e-17,3.426438350178996e-38,4.320110606701478e-59
195,195,0.0103207523,0.0085213151,-1.6160966651628046e-17,2.6197342739501306e-38,-3.656722552413108e-58
196,196,0.0100962529,0.0073940777,-1.6276939954954057e-17,2.7398742180597144e-38,-7.096998610829477e-58
197,197,0.0104905332,0.0079496051,-1.6239144370275993e-17,2.0709909652257906e-38,5.59073902311155e-58
198,198,0.0104678208,0.0078208754,-1.622954588662617e-17,2.8118046120692205e-38,1.977884490348014e-58
199,199,0.0097101235,0.0067409202,-1.6542107528300603e-17,2.3876962040848226e-38,-3.994737997885181e-58
200,200,0.0104047845,0.0074194183,-1.6460275817135717e-17,2.4553586397043595e-38,-1.0261830273088916e-57
201,201,0.010425597,0.006716023,-1.6624864812887107e-17,2.381905192671413e-38,-6.411925047008186e-58
202,202,0.0104848821,0.0064474251,-1.6756572219708585e-17,3.2416958558518285e-38,-8.08325787377962e-58
203,203,0.0099988928,0.0082971281,-1.668365378123314e-17,2.8013880567615557e-38,-3.145450458550199e-58
204,204,0.0104362356,0.0071641223,-1.6773910925394148e-17,2.6324335374770573e-38,9.612458996089253e-59
205,205,0.0103441921,0.006858233,-1.691726783663898e-17,2.51992752508624e-38,-3.985119572283273e-58
206,206,0.0094965639,0.0080003262,-1.7097703966316985e-17,2.788086715979788e-38,3.703310427184431e-58
207,207,0.0099069982,0.0070517028,-1.7108313654284327e-17,3.3654480190671955e-38,-1.824875320256137e-57
208,208,0.0103238939,0.0063924251,-1.7160954056542743e-17,3.9815061971651476e-38,-1.5295026437548664e-57
209,209,0.0102080108,0.0072341712,-1.7210395497826827e-17,3.165684985413886e-38,-1.3527546960102623e-57
210,210,0.0099579639,0.0070916985,-1.72641240175574e-17,3.285619035467443e-38,-4.7387587387525585e-59
211,211,0.0094394321,0.0072638195,-1.7359966522316596e-17,3.4504104885255076e-38,-2.07646249398875e-58
212,212,0.0101922271,0.0061189456,-1.7570558857904412e-17,2.513776678201e-38,-1.091896003134219e-58
213,213,0.0095517088,0.0076303081,-1.7548694025101113e-17,3.398924979916246e-38,4.675178434012294e-58
214,214,0.0100143708,0.0067785995,-1.7512176213080428e-17,3.4711097840752194e-38,4.357266926104666e-58
215,215,0.010137658,0.0060163246,-1.7702237627473446e-17,3.7598132771751845e-38,-1.0481008519861062e-57
216,216,0.0094352609,0.0071082667,-1.778724710291856e-17,2.7269548123957337e-38,-2.3912786778535897e-58
217,217,0.0094983542,0.0080805071,-1.7806675229801287e-17,4.151494693601228e-38,-2.373018829862522e-57
218,218,0.0097327429,0.0065456922,-1.7873085493766043e-17,2.624721343854863e-38,-5.652881095103315e-58
219,219,0.0094873832,0.0064416861,-1.80923024935708e-17,2.358975478276805e-38,2.0278509896294196e-58
220,220,0.009865774,0.006624915,-1.8110338072402512e-17,3.59635190015867e-38,-1.1656659202624458e-57
221,221,0.0094316499,0.0070858069,-1.804382880843027e-17,2.5072545338742184e-38,-2.3185461515640733e-58
222,222,0.0094237605,0.0066567068,-1.8213468299317675e-17,2.816263593573101e-38,-6.570491981808692e-58
223,223,0.0091194833,0.0073098924,-1.823343262736676e-17,4.1663777933191144e-38,-2.3083521698975021e-57
224,224,0.0097139496,0.0061717679,-1.8478780568944152e-17,2.6803699772347965e-38,-6.654676102131374e-58
225,225,0.0093022822,0.0073024142,-1.832158938717647e-17,3.185140629380477e-38,3.8842544044321897e-59
226,226,0.0096374926,0.0066775201,-1.8501128428720285e-17,3.0447883490584627e-38,-1.7698540154783665e-57
227,227,0.009592811,0.0066644608,-1.8445131631105e-17,3.249249723210241e-38,-4.885534267660169e-58
228,228,0.0095173624,0.0065877718,-1.8644467438548924e-17,2.2818269573857048e-38,-4.055184680915894e-58
229,229,0.0093115883,0.0069337793,-1.870397617440809e-17,2.5067320977420944e-38,-3.4993113389317724e-58
230,230,0.00898254,0.0064947643,-1.8871857386278117e-17,2.646441631799065e-38,1.1906992212010994e-58
231,231,0.0094146557,0.0064201716,-1.8955962785151604e-17,2.990446678454834e-38,-1.1104048492675684e-57
232,232,0.0094069914,0.0067886356,-1.8858930159211364e-17,3.3974339113763026e-38,-2.0997542469757406e-57
233,233,0.0086277099,0.0062243232,-1.913907529104706e-17,3.3559042893682516e-38,-1.7415399590927552e-57
234,234,0.0089229522,0.0072731324,-1.9088413530597344e-17,5.239138354441066e-38,-1.0200126838728781e-57
235,235,0.009766909,0.0059282702,-1.9114718153754426e-17,3.1989318717216833e-38,-2.253027057595638e-58
236,236,0.0089483992,0.0065700328,-1.9263902810634024e-17,2.7441951124064583e-38,-5.453486334665167e-58
237,237,0.0087258044,0.0066226773,-1.9466810432710267e-17,3.124322251740935e-38,4.981825533934907e-58
238,238,0.0090602256,0.0070001459,-1.949044084250486e-17,2.995075863864852e-38,-2.1898205148411885e-58
239,239,0.0093930603,0.0062233972,-1.943287810741613e-17,3.6742055045226026e-38,-1.5898877468251176e-58
240,240,0.0092924631,0.007003426,-1.946188421187362e-17,2.9277865844600056e-38,1.3662108940907403e-58
241,241,0.0087631391,0.0062849933,-1.9731022039941312e-17,3.424916823753229e-38,-1.3445778915856017e-57
242,242,0.0083652006,0.0070126697,-1.9761523629148185e-17,3.2163424780332305e-38,-3.0681963819950854e-58
243,243,0.0090197093,0.0066085906,-1.9710446146765814e-17,3.6823467784843136e-38,3.885488114490931e-58
244,244,0.0091285604,0.0065163846,-1.9830783804885784e-17,4.230595847897489e-38,2.425270762148224e-58
245,245,0.0083909146,0.0060526512,-2.0067254008956944e-17,3.759534870097418e-38,1.3539516263825276e-57
246,246,0.0097455568,0.0059918645,-1.9916944321109116e-17,3.161138776826748e-38,5.449617660230379e-58
247,247,0.0090927792,0.0060876539,-2.0078773848921034e-17,3.779580855893236e-38,-1.8948679735210132e-58
248,248,0.0085340858,0.0056796895,-2.0292368791208126e-17,3.557883111892256e-38,-6.0377576694716e-58
249,249,0.0093764178,0.0054844316,-2.0263621873535113e-17,4.385010636254927e-38,-1.3461225291723083e-57
250,250,0.0091754399,0.0056356593,-2.0342594038027805e-17,3.0372388941566193e-38,-4.566667285888584e-58
251,251,0.0089887864,0.0058189046,-2.0281404825556242e-17,3.972203921048763e-38,-1.8351952706532614e-57
252,252,0.0088902371,0.0065335754,-2.0311958970089446e-17,3.9414782259807714e-38,3.094787678681248e-58
253,253,0.0090178374,0.0064994267,-2.0379999679127404e-17,3.691392636696039e-38,5.694819386161476e-58
254,254,0.0088027375,0.0051541277,-2.0654314531165157e-17,2.800592607528688e-38,-1.4161469891994319e-58
255,255,0.0083549109,0.0063423162,-2.0654882911098405e-17,3.683585052610236e-38,2.430883650699113e-58
256,256,0.0087317739,0.0054573171,-2.0792063136991406e-17,3.917554153826562e-38,2.4347971688735043e-58
