macrostate,P_up,P_down
0,0.12147287549208495,0.0
10,0.0639302808674288,2.440328459470308e-08
21,0.046719326935715184,5.910018347012403e-08
31,0.03780151933797872,1.1047413388616807e-07
42,0.03151526136940561,1.4571536998910257e-07
52,0.026846194274232803,2.015954777401635e-07
63,0.022491774813905668,9.388697194122381e-06
73,0.01929159165579374,0.00025665849380764386
84,0.018433784452369484,0.00221144532395222
94,0.01782080102940803,0.004063789374169924
105,0.0171338456022534,0.006178280194037856
115,0.016364654344972463,0.007766374548940269
126,0.015877384687922762,0.009304630511623986
136,0.015271083969711866,0.011247174084351216
147,0.014860183705964071,0.011446115654538796
157,0.01436267025022281,0.013050024276343747
168,0.01381407155272049,0.013270629745973582
178,0.013285717552180611,0.013357252771694339
189,0.012982520610402372,0.01454562929488771
199,0.012673211113902447,0.01407174974365547
210,0.012272577765784052,0.014455168233416181
220,0.011945777148227622,0.014376380128474281
231,0.011619774654380037,0.014190065347146957
241,0.011246118292132597,0.01412634988440335
251,0.010826269608376245,0.013462781361206865
262,0.010658690472184129,0.013879061818948126
272,0.010571579831477275,0.013942880347645651
283,0.009973997150988888,0.01348078683372985
293,0.009747134955483626,0.013096002073824333
304,0.009582365740610022,0.013262189763411855
314,0.009126665036475851,0.013050329784546805
325,0.00883482597245585,0.012213283977427217
335,0.00858757781389764,0.011967603815832787
346,0.008312175910136652,0.011957297603390343
356,0.008226700055956132,0.011913716491058343
367,0.007851549123960857,0.011451685225044592
377,0.0077939731331180175,0.011587148640265754
388,0.007276206778160463,0.010913656582695547
398,0.007026089874480198,0.011089741723800024
409,0.006800879724476889,0.010523645040865955
419,0.006530981681844677,0.009962651366408054
430,0.006123457069677506,0.010016306297958919
440,0.005875090901206034,0.009711886671320261
451,0.005539655131672096,0.009208508861757605
461,0.005332667901143309,0.008949957429872347
472,0.005010107373737962,0.008611817449832967
482,0.004723765811700017,0.008524814375091222
493,0.004153882707883882,0.008018046224723952
503,0.004013806612940607,0.00787134153857454
513,0.003695609735366328,0.007430866412612286
524,0.0033150746027214902,0.007358337387252381
534,0.0028616217206460484,0.00673327561703513
545,0.0023813639681621833,0.006304561934843979
555,0.0020126872222577087,0.0059709598239565615
566,0.0017822674454578433,0.0056262662036098855
576,0.001522834734889291,0.005203555246810916
587,0.0011412542178154538,0.00521298837072253
597,0.0009438893624621417,0.004828619796997421
608,0.0007866601648709357,0.004811911417324513
618,0.0005799153113076123,0.0046904364428322865
629,0.00040982844545375027,0.004396253006709059
639,0.00035844783853891655,0.0043662899409056995
650,0.0002564638932084465,0.004637495918398312
660,0.00019659876742747175,0.0046658017202221265
671,0.00016104585080618125,0.004569541854516924
681,0.00013011772339858503,0.004630119642612791
692,0.00010791936533833323,0.0050505135014882185
702,7.828496267627254e-05,0.004973474333167802
713,7.948181595086557e-05,0.005167055831905156
723,5.369792429106228e-05,0.005506897872833695
734,4.639855551829038e-05,0.005790713584900606
744,3.1777052060499016e-05,0.005868494342865816
