,macrostate,P_up,P_down,term_1,term_2,term_3
54,578,0.0030295287136,0.007517375397300001,-4.426711426278016e-17,8.987603096181805e-38,-7.3293237659372e-58
55,588,0.0035135047480999997,0.0078553164397,-4.48386344631863e-17,8.490543163716247e-38,1.4731567616197976e-57
56,599,0.0031608560347999998,0.007383931583100001,-4.574637449054483e-17,8.758735488027174e-38,-6.536122924096199e-57
57,610,0.0033177702173000003,0.007667452688600001,-4.64406033480563e-17,7.905736571428807e-38,-4.125025927229048e-58
58,621,0.0026471768184000003,0.0067847766357,-4.761810502149614e-17,7.238844475173616e-38,2.3162356455724945e-57
59,631,0.0028593283531999996,0.0067250289953000005,-4.817921767899324e-17,8.243657280708301e-38,3.9706292359536974e-57
60,642,0.0027028893585999995,0.006609821964999999,-4.916982637496477e-17,9.423131570965088e-38,-3.6975362903445046e-58
61,653,0.0023572101758,0.006402098194,-5.0139939460938715e-17,7.427096648946382e-38,2.2340733092610997e-58
62,663,0.0021484495283000003,0.0063389420522,-5.0943186692242395e-17,8.031336759489656e-38,-5.819671755384804e-57
63,674,0.0020327449277,0.006289601714100001,-5.1781563892027906e-17,7.438246327320852e-38,-8.456989522147959e-58
64,685,0.0017908893989,0.005744877123,-5.2795613618539834e-17,8.332468001295001e-38,3.545022678385844e-57
65,695,0.0015545653060999999,0.005638679728699999,-5.372949534907937e-17,7.429759232381531e-38,-5.4705334537492544e-58
66,706,0.0014484501931,0.0052509504192,-5.4706083431214044e-17,7.092583919256358e-38,6.979034006364434e-58
67,717,0.0011949265244999999,0.0049237718118,-5.561081973156166e-17,8.2536743593595e-38,-1.7930006888978436e-57
68,728,0.0012011408007,0.0049095722102,-5.660698899768608e-17,7.521111241910461e-38,-3.99027833182654e-57
69,738,0.0010184235701,0.0047841725228,-5.748996850777502e-17,7.073304820909635e-38,3.4332127509037065e-58
70,749,0.0008699202936299999,0.005044540602,-5.831455333886273e-17,7.645635894672649e-38,-1.2314786642003985e-57
71,760,0.0008137580732,0.0044909779209,-5.937172273848622e-17,8.369991604005535e-38,-1.6689201508728996e-57
72,770,0.00064802325649,0.0044834704441999995,-6.033143947952467e-17,9.796141790129537e-38,-4.4508685623677924e-58
73,781,0.0005755484494099999,0.0043652225926999995,-6.128487434480947e-17,8.439747377037842e-38,-1.556149699683716e-57
74,792,0.00046914813485999997,0.0039885644078,-6.230434576302458e-17,9.509625960106425e-38,-1.3285415542418925e-57
75,802,0.00042023478531,0.0041069717613000005,-6.307308740942477e-17,9.62524103044503e-38,-1.1487718962903813e-57
76,813,0.00039686525655,0.003909431778,-6.406005296523374e-17,1.0285458606569123e-37,6.059908826616235e-57
77,824,0.00030451513369,0.0037481649492,-6.512316305140412e-17,8.676438475606676e-38,4.8584623887189797e-57
78,835,0.00029309771177999993,0.0037086601876999995,-6.62187377021166e-17,1.2829448285629733e-37,-9.11967888731834e-57
79,845,0.00026196922985,0.0034780764941,-6.706732581010838e-17,8.25890969081898e-38,-2.0943683270041167e-57
80,856,0.00017459953099000002,0.0034270855207,-6.79694137787377e-17,1.0391510987791948e-37,-2.3726995833877998e-58
81,867,0.00015564211908999999,0.0034131350945999996,-6.907456744418475e-17,9.70076902239555e-38,1.7286890538455847e-59
82,877,0.00015180992575,0.0033061703031,-6.993193576894617e-17,9.633527299437597e-38,5.114263962417034e-59
83,888,0.00010595104229999999,0.0032340477225,-7.103837987347172e-17,9.10742116232493e-38,-5.6862816680375335e-58
