macrostate,P_up,P_down,term_1,term_2
320,0.0016665257369,0.009681386222600001,-2.0517123328320044e-17,7.368457721636309e-38
330,0.0021050643282,0.010521150956,-2.0583521612113962e-17,6.38263327040185e-38
340,0.0016189255672999997,0.008765082583200001,-2.182852612380347e-17,8.651186831735856e-38
350,0.0017094890480999997,0.009420239496700001,-2.2198808083119135e-17,6.471935739599461e-38
360,0.0015890805941,0.0093987118142,-2.2946156235588797e-17,5.432133108082856e-38
370,0.0017155983689,0.0092229276211,-2.370505206318835e-17,5.961096427822513e-38
380,0.0016798931002999999,0.009894500482200001,-2.4203471133911634e-17,6.361354226510873e-38
390,0.0017306991837999998,0.0090398832024,-2.5024539399547044e-17,8.567291469044765e-38
400,0.0019114103998,0.0096185760371,-2.539591441448435e-17,7.519544970598114e-38
410,0.0014589592642000001,0.0080699930006,-2.6583022586074952e-17,6.266114737732945e-38
420,0.0015156815419,0.0083322405775,-2.7248007205044245e-17,9.868038681614995e-38
430,0.0017517671174,0.0082095214094,-2.739385022189225e-17,6.898704420270655e-38
440,0.0017327725665,0.0078254194139,-2.820509809993197e-17,7.456315396609223e-38
450,0.0017342714669000003,0.0083548714143,-2.898771934664164e-17,1.1138223170162846e-37
460,0.0015119836643,0.008455752558,-2.985083311318297e-17,1.122544853262143e-37
470,0.0017327049231,0.007504069991199999,-3.0139044297846643e-17,1.503845690461497e-37
480,0.0015594920932,0.0075260584246000005,-3.1119128923181183e-17,1.2938041062945976e-37
490,0.0015318467895999999,0.006624607310499999,-3.181373437710882e-17,1.6628406058567837e-37
500,0.0018519184102,0.007071450279600001,-3.208698453752961e-17,8.206029578370976e-38
510,0.0019264474227000002,0.007599749963699999,-3.27690405626027e-17,1.0779312435578951e-37
520,0.0017476197177,0.0074907172239,-3.359409720347389e-17,8.819044811960585e-38
530,0.0016229136558,0.0070193673029,-3.452786799395034e-17,1.1046180715529904e-37
540,0.0016692344219,0.0065534579318,-3.5062459919559333e-17,9.128622983834066e-38
550,0.0016568820455,0.006627354408699999,-3.5751159853846306e-17,8.111739129797363e-38
560,0.0017518047322,0.0068325170646999995,-3.6347790054903997e-17,9.446337016965777e-38
570,0.0020736988290999997,0.0066491545868,-3.6641088363345303e-17,8.163133807269075e-38
580,0.0017553026585,0.006859392981,-3.7573260305328445e-17,1.0952248428323771e-37
590,0.0016796303005999999,0.0060723320871000006,-3.845573614019191e-17,1.2059856987871002e-37
600,0.0020067917402,0.006410712968100001,-3.8762442646297365e-17,1.845771614922063e-37
610,0.0019980989783,0.0065785034797,-3.962079782082523e-17,1.0783588513785345e-37
620,0.0018878477695999998,0.0062718232318,-4.033780812913711e-17,1.1070465803991946e-37
630,0.0019389249507000001,0.0064200380195,-4.100134128853205e-17,1.0560269479127225e-37
640,0.0019652428596,0.0064003476472,-4.168268522079407e-17,1.1109509385259642e-37
650,0.0021908274184,0.0063415860061000005,-4.214443871962517e-17,8.373827293208209e-38
660,0.0019629851932,0.0062601932417,-4.310166662279459e-17,1.1795966286349552e-37
670,0.0018253158561999999,0.0064822693298,-4.385231424870292e-17,1.1100933201333574e-37
680,0.0019455648327,0.006399353281300001,-4.458028722539721e-17,1.1174103655418934e-37
690,0.0023469250853000003,0.0060732594222,-4.497356797672143e-17,1.0123782086567729e-37
700,0.0020891115553,0.005951065942499999,-4.5792763729651705e-17,9.004848109191868e-38
710,0.0021045655019,0.0062240642951000005,-4.6509252061681415e-17,1.3360436333626216e-37
720,0.0020896518953,0.0059738035983,-4.7257959179484054e-17,1.0054711113965633e-37
730,0.0020025321149,0.0057298873561999995,-4.807602257473237e-17,1.0146890243539539e-37
740,0.0020827143124000002,0.005974737732199999,-4.8787337803935194e-17,1.031170724233532e-37
750,0.0019775358567,0.005936651119199999,-4.9534440148964595e-17,1.215679234413836e-37
760,0.0018134790079,0.005929674884,-5.042888562341026e-17,1.052455164086648e-37
770,0.0017551019741,0.0060153614299,-5.105011251924148e-17,1.033237719085154e-37
780,0.001641824156,0.0056202747531000005,-5.197113881370216e-17,9.376139543932244e-38
790,0.0018930874982,0.006049823775899999,-5.245938752799277e-17,1.2040105679653025e-37
800,0.0015465373536,0.0060347906808,-5.337610258213042e-17,1.4880153727002711e-37
810,0.0020455117486,0.0064084723513000005,-5.3771631974125745e-17,1.045075782719894e-37
820,0.0016836033058999999,0.0063755291999,-5.4606544458084545e-17,1.1228233638259377e-37
830,0.0020750475975,0.0069787079417,-5.505906083857695e-17,1.2003753016787023e-37
840,0.0013130560370999999,0.0061672728307,-5.639901885012843e-17,1.1660847908883588e-37
850,0.0019823380567999998,0.006000389737699999,-5.661532636331013e-17,1.0924046799535128e-37
860,0.0017564812242999999,0.0057821252154,-5.757853757611047e-17,1.2272670116030077e-37
870,0.0018054116332999997,0.005688766552800001,-5.827354608516651e-17,1.4021465226220787e-37
880,0.0015849667992,0.0062234860601,-5.90114736336236e-17,1.1232023460801153e-37
890,0.0013029539454000002,0.005835490728600001,-5.998946781244722e-17,8.561762266960012e-38
900,0.0018761449232,0.006333200321,-6.025491406729745e-17,1.449507861892565e-37
910,0.0015184140685999999,0.006108012634799999,-6.13434946861603e-17,9.236757359269061e-38
920,0.0020707898931,0.0066439812751,-6.162797562755941e-17,1.4911886300381621e-37
930,0.0015120758712,0.0060168617421000005,-6.251493282706353e-17,1.31833255333792e-37
940,0.0017031368474,0.0064369252866,-6.318777638837206e-17,1.4309239975120897e-37
950,0.001908090912,0.0063628989747,-6.397300826914722e-17,1.250483107420708e-37
960,0.0019451554575999998,0.006091489915199999,-6.47368036831336e-17,1.1665514686823335e-37
970,0.0016616580714000002,0.0063100834788,-6.540914381465357e-17,1.2634367811946044e-37
980,0.0014924502295000002,0.0058181466798,-6.641692983585752e-17,1.1026430170362732e-37
990,0.0012894545225,0.0057347456005,-6.707591479277608e-17,1.0986280147057138e-37
1000,0.001121540794,0.0058485871278,-6.789827153591838e-17,1.0126322233568029e-37
1010,0.001096981059,0.0058513862222,-6.877776559366359e-17,1.0758552196298336e-37
1020,0.00094318758619,0.0055768034345,-6.953642950405928e-17,1.2260985662818525e-37
1030,0.00083140416782,0.0050877832765,-7.034756229227258e-17,1.41319350037948e-37
1040,0.0007400870598300001,0.0051767632598,-7.126935231402883e-17,1.1131481081137209e-37
1050,0.00070530398103,0.005125067727,-7.2188005907982e-17,8.144875665920884e-38
