macrostate,P_up,P_down
0,0.14200063064594035,0.0
10,0.07179833391543285,4.6864831474845776e-09
21,0.05183779597323731,2.1064226785021214e-08
31,0.04249302459801365,2.892689222960151e-08
42,0.03566568306281782,6.559104006252794e-08
52,0.03054772898138847,1.0103786779340319e-07
63,0.02582546146639171,2.767190158898491e-07
73,0.022623755126759033,0.00017863578244468287
84,0.021503687678156042,0.0015169112616626396
94,0.020956629965430976,0.002811667733732507
105,0.020212108426409598,0.003979241273839763
115,0.019668866078922192,0.004834161245017597
126,0.01902470649579861,0.0068797452016619255
136,0.018395792413324497,0.007470491418086991
147,0.017789471254500745,0.00792449889691894
157,0.017491516861561595,0.008861942078069694
168,0.016787035868796082,0.009251988858252267
178,0.01631109419480941,0.00994895888562328
189,0.01569527828837878,0.009371934065471108
199,0.015202782006104039,0.00950726803000932
210,0.014855271058631193,0.0096933733519615
220,0.014641662284904308,0.009947227871959603
231,0.013955834917762417,0.009637310803173054
241,0.013524143824759827,0.009176598739394175
251,0.013114524402582598,0.01015430991674531
262,0.012929324730346707,0.009222354499649454
272,0.012487036640817187,0.008925500167329974
283,0.012071976301860578,0.008835560237233746
293,0.011683668823164229,0.008869747530450715
304,0.011536050815510897,0.00916813442104156
314,0.011099101604499867,0.008422523050725368
325,0.010476006211428432,0.007654442568006475
335,0.010681814746143863,0.008226142707950655
346,0.010177520158257585,0.00810887313815039
356,0.010087873165310611,0.008193948778154282
367,0.009341108310883778,0.007389958697402597
377,0.009222764916912377,0.007255776829676817
388,0.009018492107216442,0.007319021303794341
398,0.008374160998736497,0.0069954854255381334
409,0.007943561857224994,0.006818185453170283
419,0.007720865604950709,0.006606063045183766
430,0.00741835560863384,0.006312375167125005
440,0.007064891720118065,0.006029874297890903
451,0.006583400164604917,0.005985620646904453
461,0.006290419753457477,0.005633538496263347
472,0.005971992594409611,0.005559797751546495
482,0.005623302808811026,0.005283288930020699
493,0.004984216119180943,0.005025075684793175
503,0.004825283783430649,0.0048474030947099666
513,0.004271536257057119,0.00454352840382179
524,0.0038884927734867927,0.004391719443113937
534,0.00345384499878614,0.004077509047781005
545,0.002955892236202742,0.0037886610321307412
555,0.0024117102935273913,0.003777300318169187
566,0.0020936691251647577,0.003430718121896147
576,0.0017152225466908195,0.003277192763124057
587,0.0013635630482350055,0.002856140816944876
597,0.0009791870762050324,0.0025615166990649524
608,0.0008967784676251183,0.003015059080986941
618,0.0006860109906860109,0.002761784558281793
629,0.000482280712633268,0.0027826313332500194
639,0.0003936421066607797,0.0026545626521529064
650,0.0003356325938130627,0.002739147354884951
660,0.00023919436086342652,0.002869203583632033
671,0.00017082019263274772,0.0029953727056777155
681,0.00015830442924242078,0.0031873470252926197
692,0.00012161117792443023,0.0029697633577314506
702,8.904829139103717e-05,0.0029769325131588495
713,8.29951582238528e-05,0.0032885110101277446
723,5.3263634788490694e-05,0.00376882942625722
734,4.303368133503967e-05,0.003221706282026004
744,3.195392329069042e-05,0.003589704445397511
