,macrostate,P_up,P_down,term_1,term_2,term_3
54,578,0.0029862479788999997,0.005367505416399999,-4.473425070425222e-17,7.21630359255773e-38,2.667221104093939e-57
55,588,0.0036645713738,0.005917642498,-4.5092780348064754e-17,7.857190147471612e-38,4.603222823219266e-57
56,599,0.0032872582626,0.005878205524000001,-4.611325051969864e-17,8.012368711735274e-38,2.454310580015317e-57
57,610,0.0036269235268,0.0060242435343,-4.677031404991416e-17,6.981414049069471e-38,-2.593008141884968e-57
58,621,0.0032701901853,0.0057800520696,-4.7663765755308396e-17,7.758369164202813e-38,-3.7676641432180846e-57
59,631,0.0031933488217,0.005633135388699999,-4.8430026621600455e-17,7.478859299269621e-38,-5.493039829704782e-58
60,642,0.0028754018969,0.0052920109941,-4.941093374257261e-17,6.877517836077668e-38,3.139995082338333e-57
61,653,0.0027072257750999995,0.0051705065257,-5.031101208479876e-17,8.239179874708297e-38,-1.7398999941287842e-57
62,663,0.0024446375523,0.0048660196015,-5.120773930688425e-17,9.893081006502048e-38,7.06089738610616e-57
63,674,0.0021844277654000004,0.0044793755807,-5.2275033268121096e-17,6.781983144987625e-38,-1.472411209586084e-57
64,685,0.001993218678,0.004747132869,-5.3106748100278876e-17,8.062791506084368e-38,9.951296891886242e-58
65,695,0.0017359205577,0.004479580921899999,-5.4020728035265666e-17,8.682085988814443e-38,-4.7730952731381625e-57
66,706,0.0015542352217,0.0041625900415,-5.49514968623182e-17,9.707518397694243e-38,2.1895304806727994e-58
67,717,0.0013726680089000002,0.0040224916901,-5.601947477429507e-17,8.373982234019916e-38,-5.478734169736003e-57
68,728,0.0012765655094000002,0.0040609177022,-5.689525641260552e-17,7.724716494275038e-38,1.7939905072856458e-57
69,738,0.0010514324195,0.003900611536,-5.764588016801501e-17,9.287303750195392e-38,3.545843646991013e-57
70,749,0.0010394693738999998,0.0037168204014,-5.86960939449814e-17,9.678756212503148e-38,1.7490019824383766e-57
71,760,0.00086748833047,0.0035849043689000003,-5.973099074278722e-17,9.838216122671716e-38,2.93160800428104e-57
72,770,0.00074704869675,0.0036594252354999997,-6.05176273401456e-17,7.725035602983566e-38,5.125656569059813e-58
73,781,0.00063550028304,0.0032152874867,-6.163684137538418e-17,8.999602283731144e-38,-3.593763403965615e-57
74,792,0.00051332482674,0.0031982311309,-6.255393726283184e-17,8.880219529963831e-38,3.1632075774193877e-57
75,802,0.0005441809664,0.0031074796943,-6.345530269970341e-17,9.095372815576473e-38,-7.653962304609555e-58
76,813,0.00036327665615,0.0029645052500000004,-6.439229317784699e-17,8.441764147819833e-38,-8.354199328459425e-58
77,824,0.00037662558164,0.0029118424064000004,-6.544538177771798e-17,8.614474387105627e-38,6.0336512533088e-57
78,835,0.00029843213339,0.0030756130199,-6.632715083582938e-17,8.872851665826733e-38,5.304673315531664e-57
79,845,0.00026395172392,0.002846571249,-6.738192417144176e-17,1.0779710741803953e-37,-1.896583911419489e-57
80,856,0.00022109510563,0.0028854005968000002,-6.82544019574563e-17,9.784549836574876e-38,6.420023285922386e-57
81,867,0.00017286259041000002,0.0024215372447,-6.944163010227374e-17,9.923371150090835e-38,-3.40068315716746e-57
82,877,0.00016837005988,0.0025833241949999998,-7.028649238517523e-17,9.662712629655837e-38,1.0508156512679556e-58
83,888,0.00010379034914,0.0024601110919000003,-7.140772090684844e-17,1.042418946134277e-37,1.2049278606929011e-58
