,pressure_Pa,fugacity_Pa,p/p0,uptake,metastable_gas,metastable_liq
0,1.0,0.9644947013479892,2.2310562195928443e-05,0.0015811276047933808,,
1,226.2302506155525,218.19787800332807,0.005047324076958763,0.3469598474832943,,
2,451.46050123110507,435.43126130530817,0.0100723375917216,0.6722047112937362,,
3,676.6907518466576,652.6646446072883,0.015097351106484434,0.9790264116379969,,
4,901.92100246221,869.8980279092683,0.020122364621247266,1.2689471778973211,,
5,1127.1512530777625,1087.1314112112484,0.0251473781360101,1.5433260338097317,,
6,1352.3815036933152,1304.3647945132286,0.03017239165077294,1.8033800990992863,,
7,1577.6117543088676,1521.5981778152086,0.035197405165535774,2.0502026396310895,,
8,1802.84200492442,1738.8315611171886,0.040222418680298605,2.284778430748514,,
9,2028.0722555399725,1956.0649444191686,0.045247432195061436,2.507996889094445,,
10,2253.302506155525,2173.298327721149,0.050272445709824275,2.720663342125789,,
11,2478.5327567710774,2390.5317110231285,0.055297459224587106,2.923508736329059,,
12,2703.7630073866303,2607.765094325109,0.06032247273934995,3.117198030796544,,
13,2928.9932580021828,2824.998477627089,0.06534748625411278,3.30233747927006,,
14,3154.223508617735,3042.231860929069,0.07037249976887562,3.479480968672312,,
15,3379.4537592332877,3259.4652442310494,0.07539751328363845,3.649135553734527,,
16,3604.68400984884,3476.698627533029,0.08042252679840128,3.811766304213127,,
17,3829.9142604643926,3693.9320108350094,0.08544754031316412,3.967800562293066,,
18,4055.144511079945,3911.165394136989,0.09047255382792695,4.117631692262595,,
19,4280.374761695498,4128.39877743897,0.0954975673426898,4.261622391754022,,
20,4505.60501231105,4345.632160740949,0.10052258085745262,4.400107623255673,,
21,4730.835262926604,4562.86554404293,0.10554759437221548,4.533397215799058,,
22,4956.065513542155,4780.0989273449095,0.11057260788697829,4.661778179380456,,
23,5181.295764157708,4997.33231064689,0.11559762140174112,4.78551676852584,,
24,5406.526014773261,5214.56569394887,0.12062263491650398,4.904860326236712,,
25,5631.756265388813,5431.79907725085,0.1256476484312668,5.0200389351936945,,
26,5856.9865160043655,5649.03246055283,0.13067266194602964,5.131266899403493,,
27,6082.2167666199175,5866.26584385481,0.13569767546079245,5.238744076341205,,
28,6307.44701723547,6083.499227156791,0.14072268897555532,5.342657076972028,,
29,6532.677267851022,6300.73261045877,0.14574770249031813,5.4431803487581805,,
30,6757.907518466575,6517.96599376075,0.15077271600508096,5.540477154806844,,
31,6983.137769082127,6735.19937706273,0.1557977295198438,5.6347004606413655,,
32,7208.36801969768,6952.432760364711,0.16082274303460664,5.725993738639197,,
33,7433.598270313233,7169.666143666691,0.16584775654936948,5.814491698939544,,
34,7658.828520928785,7386.89952696867,0.17087277006413232,5.90032095455301,,
35,7884.058771544338,7604.132910270651,0.17589778357889516,5.983600627478836,,
36,8109.28902215989,7821.366293572631,0.18092279709365797,6.064442901832484,,
37,8334.519272775442,8038.59967687461,0.1859478106084208,6.142953529288833,,
38,8559.749523390996,8255.833060176592,0.19097282412318367,6.219232291539987,,
39,8784.979774006548,8473.06644347857,0.19599783763794648,6.293373423937693,,
40,9010.2100246221,8690.29982678055,0.20102285115270932,6.365466004029585,,
41,9235.440275237654,8907.533210082533,0.20604786466747216,6.435594308293947,,
42,9460.670525853206,9124.766593384511,0.211072878182235,6.503838140024658,,
43,9685.900776468758,9341.999976686491,0.2160978916969978,6.570273131006972,,
44,9911.13102708431,9559.233359988471,0.22112290521176065,6.634971019351238,,
45,10136.361277699863,9776.466743290452,0.2261479187265235,6.697999905610953,,
46,10361.591528315415,9993.700126592432,0.23117293224128632,6.75942448909818,,
47,10586.821778930967,10210.933509894412,0.23619794575604916,6.819306286120673,,
48,10812.052029546521,10428.166893196392,0.24122295927081203,6.8777038316977235,,
49,11037.282280162073,10645.400276498372,0.24624797278557484,6.934672866162413,,
50,11262.512530777625,10862.63365980035,0.2512729863003377,6.990266507925501,,
51,11487.742781393177,11079.867043102331,0.2562979998151005,7.044535413557128,,
52,11712.973032008731,11297.100426404313,0.26132301332986335,7.097527926236454,,
53,11938.203282624283,11514.333809706292,0.26634802684462616,7.149290213523907,,
54,12163.433533239835,11731.567193008272,0.271373040359389,7.19986639532525,,
55,12388.663783855387,11948.800576310252,0.27639805387415184,7.249298662839086,,
56,12613.89403447094,12166.033959612232,0.2814230673889147,7.297627389210364,,
57,12839.124285086493,12383.267342914212,0.2864480809036775,7.34489123254904,,
58,13064.354535702045,12600.500726216193,0.2914730944184403,7.391127231916419,,
59,13289.584786317599,12817.734109518173,0.2964981079332032,7.436370896830229,,
60,13514.81503693315,13034.967492820153,0.301523121447966,7.480656290792167,,
61,13740.045287548703,13252.200876122133,0.3065481349627288,7.524016109299845,,
62,13965.275538164255,13469.434259424112,0.3115731484774917,7.566481752765621,,
63,14190.505788779808,13686.667642726094,0.31659816199225455,7.608083394730462,,
64,14415.73603939536,13903.901026028072,0.32162317550701736,7.648850045727743,,
65,14640.966290010912,14121.134409330052,0.32664818902178017,7.688809613124114,,
66,14866.196540626466,14338.367792632034,0.33167320253654303,7.72798895723626,,
67,15091.426791242018,14555.601175934013,0.33669821605130584,7.766413943999382,,
68,15316.65704185757,14772.834559235993,0.3417232295660687,7.804109494439906,,
69,15541.887292473122,14990.067942537973,0.3467482430808315,7.841099631185261,,
70,15767.117543088676,15207.301325839953,0.3517732565955944,7.877407522224569,,
71,15992.347793704228,15424.534709141933,0.3567982701103572,7.913055522116995,,
72,16217.57804431978,15641.768092443914,0.36182328362512,7.948065210829394,,
73,16442.808294935334,15859.001475745894,0.3668482971398829,7.982457430369732,,
74,16668.038545550884,16076.234859047872,0.3718733106546457,8.016252319370457,,
75,16893.268796166438,16293.468242349854,0.37689832416940855,8.049469345764042,,
76,17118.49904678199,16510.701625651836,0.3819233376841714,8.082127337680639,,
77,17343.72929739754,16727.935008953813,0.38694835119893417,8.114244512689845,,
78,17568.959548013096,16945.168392255793,0.39197336471369704,8.145838505497188,,
79,17794.18979862865,17162.401775557777,0.3969983782284599,8.176926394198958,,
80,18019.4200492442,17379.635158859754,0.4020233917432227,8.207524725190613,,
81,18244.650299859753,17596.868542161734,0.4070484052579855,8.237649536816685,,
